Mximo;Mnimo;Media;Fechamximo;Fechamnimo;fecha
58;31,78;37;2007-12-30-00:00:00;2007-12-3019:00:00;2007-12-30-00:00:00
64;28,72;37;2007-12-3103:15:00;2007-12-3101:45:00;2007-12-31-00:00:00
37;33,82;36;2008-01-01-00:00:00;2008-01-0120:45:00;2008-01-01-00:00:00
43;33,82;36;2008-01-0212:45:00;2008-01-0203:00:00;2008-01-02-00:00:00
48;26,22;36;2008-01-0312:15:00;2008-01-0310:45:00;2008-01-03-00:00:00
48;35,86;39;2008-01-0421:45:00;2008-01-0406:45:00;2008-01-04-00:00:00
89;48,168;65;2008-01-0504:15:00;2008-01-05-00:00:00;2008-01-05-00:00:00
58;48,168;52;2008-01-06-00:00:00;2008-01-0602:45:00;2008-01-06-00:00:00
74;58,437;65;2008-01-0715:45:00;2008-01-07-00:00:00;2008-01-07-00:00:00
74;58,437;65;2008-01-0800:15:00;2008-01-0812:45:00;2008-01-08-00:00:00
64;63,571;64;2008-01-09-00:00:00;2008-01-09-00:00:00;2008-01-09-00:00:00
64;48,168;60;2008-01-10-00:00:00;2008-01-1013:00:00;2008-01-10-00:00:00
79;48,168;55;2008-01-1116:00:00;2008-01-1103:45:00;2008-01-11-00:00:00
100;43,034;60;2008-01-1223:30:00;2008-01-1213:45:00;2008-01-12-00:00:00
207;104,644;165;2008-01-1313:15:00;2008-01-13-00:00:00;2008-01-13-00:00:00
182;114,913;143;2008-01-14-00:00:00;2008-01-1411:15:00;2008-01-14-00:00:00
125;104,644;113;2008-01-15-00:00:00;2008-01-1509:30:00;2008-01-15-00:00:00
110;94,376;105;2008-01-16-00:00:00;2008-01-1612:45:00;2008-01-16-00:00:00
207;99,51;176;2008-01-1708:15:00;2008-01-17-00:00:00;2008-01-17-00:00:00
202;99,51;163;2008-01-1813:00:00;2008-01-1811:45:00;2008-01-18-00:00:00
254;166,254;209;2008-01-1915:30:00;2008-01-19-00:00:00;2008-01-19-00:00:00
207;150,852;175;2008-01-20-00:00:00;2008-01-2022:15:00;2008-01-20-00:00:00
151;120,047;140;2008-01-21-00:00:00;2008-01-2123:45:00;2008-01-21-00:00:00
120;99,51;110;2008-01-22-00:00:00;2008-01-2215:15:00;2008-01-22-00:00:00
110;63,571;93;2008-01-2316:45:00;2008-01-2315:45:00;2008-01-23-00:00:00
94;68,705;83;2008-01-2408:45:00;2008-01-2423:45:00;2008-01-24-00:00:00
84;68,705;77;2008-01-2510:15:00;2008-01-2500:45:00;2008-01-25-00:00:00
74;63,571;69;2008-01-26-00:00:00;2008-01-2620:00:00;2008-01-26-00:00:00
64;58,437;62;2008-01-27-00:00:00;2008-01-2700:30:00;2008-01-27-00:00:00
64;43,034;56;2008-01-2816:45:00;2008-01-2814:00:00;2008-01-28-00:00:00
105;29,74;58;2008-01-2904:45:00;2008-01-2902:30:00;2008-01-29-00:00:00
64;37,9;50;2008-01-30-00:00:00;2008-01-3015:45:00;2008-01-30-00:00:00
53;37,9;46;2008-01-3118:45:00;2008-01-3100:30:00;2008-01-31-00:00:00
53;36,88;45;2008-02-0122:00:00;2008-02-0120:30:00;2008-02-01-00:00:00
48;35,86;42;2008-02-02-00:00:00;2008-02-0212:30:00;2008-02-02-00:00:00
48;35,86;39;2008-02-0322:30:00;2008-02-0323:45:00;2008-02-03-00:00:00
89;32,8;54;2008-02-0404:00:00;2008-02-04-00:00:00;2008-02-04-00:00:00
125;48,168;94;2008-02-0509:00:00;2008-02-0508:00:00;2008-02-05-00:00:00
94;78,973;88;2008-02-06-00:00:00;2008-02-0619:45:00;2008-02-06-00:00:00
84;63,571;77;2008-02-0705:30:00;2008-02-0721:45:00;2008-02-07-00:00:00
105;31,78;64;2008-02-0817:45:00;2008-02-0816:30:00;2008-02-08-00:00:00
64;48,168;57;2008-02-09-00:00:00;2008-02-0913:15:00;2008-02-09-00:00:00
48;37,9;44;2008-02-10-00:00:00;2008-02-1014:30:00;2008-02-10-00:00:00
43;34,84;37;2008-02-11-00:00:00;2008-02-1114:15:00;2008-02-11-00:00:00
38;33,82;36;2008-02-12-00:00:00;2008-02-1213:00:00;2008-02-12-00:00:00
43;29,74;35;2008-02-1308:30:00;2008-02-1307:15:00;2008-02-13-00:00:00
37;32,8;34;2008-02-1400:30:00;2008-02-1406:00:00;2008-02-14-00:00:00
36;33,82;35;2008-02-15-00:00:00;2008-02-1507:45:00;2008-02-15-00:00:00
36;31,78;34;2008-02-1618:30:00;2008-02-1615:00:00;2008-02-16-00:00:00
34;28,72;31;2008-02-1705:15:00;2008-02-1704:00:00;2008-02-17-00:00:00
32;28,72;30;2008-02-18-00:00:00;2008-02-1809:45:00;2008-02-18-00:00:00
33;28,72;31;2008-02-1905:15:00;2008-02-1912:30:00;2008-02-19-00:00:00
33;30,76;32;2008-02-20-00:00:00;2008-02-2011:30:00;2008-02-20-00:00:00
33;30,76;32;2008-02-2102:00:00;2008-02-21-00:00:00;2008-02-21-00:00:00
33;30,76;32;2008-02-2203:15:00;2008-02-2200:30:00;2008-02-22-00:00:00
34;27,7;31;2008-02-2319:30:00;2008-02-2313:15:00;2008-02-23-00:00:00
37;12,9;30;2008-02-2413:30:00;2008-02-2411:45:00;2008-02-24-00:00:00
33;28,72;31;2008-02-2505:15:00;2008-02-25-00:00:00;2008-02-25-00:00:00
33;29,74;31;2008-02-2608:15:00;2008-02-2600:30:00;2008-02-26-00:00:00
33;29,74;31;2008-02-2706:30:00;2008-02-27-00:00:00;2008-02-27-00:00:00
32;29,74;31;2008-02-28-00:00:00;2008-02-2800:15:00;2008-02-28-00:00:00
33;29,74;31;2008-02-2919:30:00;2008-02-2907:45:00;2008-02-29-00:00:00
33;26,22;30;2008-03-0109:15:00;2008-03-0115:45:00;2008-03-01-00:00:00
34;29,74;32;2008-03-0214:00:00;2008-03-0211:00:00;2008-03-02-00:00:00
35;29,74;33;2008-03-0304:45:00;2008-03-0317:30:00;2008-03-03-00:00:00
34;28,72;32;2008-03-04-00:00:00;2008-03-0412:00:00;2008-03-04-00:00:00
35;24,74;31;2008-03-0505:30:00;2008-03-0517:15:00;2008-03-05-00:00:00
53;28,72;38;2008-03-0613:45:00;2008-03-0612:45:00;2008-03-06-00:00:00
79;48,168;61;2008-03-0723:45:00;2008-03-0712:15:00;2008-03-07-00:00:00
100;73,839;89;2008-03-0819:15:00;2008-03-0806:15:00;2008-03-08-00:00:00
125;99,51;110;2008-03-0922:15:00;2008-03-09-00:00:00;2008-03-09-00:00:00
161;68,705;120;2008-03-1019:45:00;2008-03-1018:30:00;2008-03-10-00:00:00
135;120,047;130;2008-03-1104:15:00;2008-03-11-00:00:00;2008-03-11-00:00:00
187;130,315;154;2008-03-1221:15:00;2008-03-1205:45:00;2008-03-12-00:00:00
177;135,449;157;2008-03-13-00:00:00;2008-03-1323:15:00;2008-03-13-00:00:00
141;104,644;120;2008-03-1400:15:00;2008-03-1421:15:00;2008-03-14-00:00:00
115;94,376;104;2008-03-1508:00:00;2008-03-1515:45:00;2008-03-15-00:00:00
100;73,839;90;2008-03-16-00:00:00;2008-03-1608:15:00;2008-03-16-00:00:00
84;63,571;76;2008-03-1710:15:00;2008-03-1715:45:00;2008-03-17-00:00:00
64;36,88;48;2008-03-18-00:00:00;2008-03-1821:45:00;2008-03-18-00:00:00
48;36,88;42;2008-03-19-00:00:00;2008-03-1904:15:00;2008-03-19-00:00:00
89;36,88;46;2008-03-2023:15:00;2008-03-2000:15:00;2008-03-20-00:00:00
89;63,571;75;2008-03-2101:45:00;2008-03-2112:15:00;2008-03-21-00:00:00
79;58,437;69;2008-03-2202:30:00;2008-03-2215:45:00;2008-03-22-00:00:00
336;68,705;221;2008-03-2323:15:00;2008-03-2301:30:00;2008-03-23-00:00:00
346;304,877;323;2008-03-2407:30:00;2008-03-2419:00:00;2008-03-24-00:00:00
851;325,413;548;2008-03-2523:45:00;2008-03-25-00:00:00;2008-03-25-00:00:00
1387;862,68;1191;2008-03-2619:00:00;2008-03-26-00:00:00;2008-03-26-00:00:00
1359;879,6;1106;2008-03-27-00:00:00;2008-03-2723:15:00;2008-03-27-00:00:00
1083;795;892;2008-03-2823:45:00;2008-03-2806:00:00;2008-03-28-00:00:00
1263;1099,56;1207;2008-03-2909:00:00;2008-03-29-00:00:00;2008-03-29-00:00:00
1116;612,927;812;2008-03-30-00:00:00;2008-03-3023:45:00;2008-03-30-00:00:00
608;546,183;566;2008-03-31-00:00:00;2008-03-3111:00:00;2008-03-31-00:00:00
546;438,365;490;2008-04-01-00:00:00;2008-04-0123:45:00;2008-04-01-00:00:00
510;422,963;454;2008-04-0223:45:00;2008-04-0203:30:00;2008-04-02-00:00:00
531;464,036;507;2008-04-0302:30:00;2008-04-0322:45:00;2008-04-03-00:00:00
459;320,279;392;2008-04-04-00:00:00;2008-04-0423:45:00;2008-04-04-00:00:00
320;222,73;277;2008-04-05-00:00:00;2008-04-0519:45:00;2008-04-05-00:00:00
228;166,254;200;2008-04-06-00:00:00;2008-04-0621:30:00;2008-04-06-00:00:00
182;150,852;172;2008-04-0701:15:00;2008-04-0721:45:00;2008-04-07-00:00:00
171;125,181;152;2008-04-0821:30:00;2008-04-0820:30:00;2008-04-08-00:00:00
171;125,181;152;2008-04-0919:00:00;2008-04-0918:00:00;2008-04-09-00:00:00
171;150,852;162;2008-04-1009:30:00;2008-04-1015:45:00;2008-04-10-00:00:00
541;155,986;286;2008-04-1123:45:00;2008-04-11-00:00:00;2008-04-11-00:00:00
623;484,573;553;2008-04-1204:45:00;2008-04-1221:00:00;2008-04-12-00:00:00
485;351,084;422;2008-04-13-00:00:00;2008-04-1323:15:00;2008-04-13-00:00:00
351;268,938;319;2008-04-14-00:00:00;2008-04-1413:15:00;2008-04-14-00:00:00
320;289,474;309;2008-04-1501:30:00;2008-04-1523:15:00;2008-04-15-00:00:00
289;253,535;271;2008-04-16-00:00:00;2008-04-1622:00:00;2008-04-16-00:00:00
254;197,059;231;2008-04-17-00:00:00;2008-04-1721:00:00;2008-04-17-00:00:00
310;197,059;258;2008-04-1821:45:00;2008-04-1805:15:00;2008-04-18-00:00:00
592;310,011;488;2008-04-1917:45:00;2008-04-19-00:00:00;2008-04-19-00:00:00
556;453,768;491;2008-04-20-00:00:00;2008-04-2016:00:00;2008-04-20-00:00:00
510;366,487;449;2008-04-2103:00:00;2008-04-2117:45:00;2008-04-21-00:00:00
366;320,279;333;2008-04-22-00:00:00;2008-04-2215:00:00;2008-04-22-00:00:00
397;330,548;368;2008-04-2314:15:00;2008-04-23-00:00:00;2008-04-23-00:00:00
356;294,608;326;2008-04-2402:15:00;2008-04-2422:45:00;2008-04-24-00:00:00
295;258,669;275;2008-04-25-00:00:00;2008-04-2521:00:00;2008-04-25-00:00:00
264;212,462;245;2008-04-2608:00:00;2008-04-2613:00:00;2008-04-26-00:00:00
207;171,388;184;2008-04-27-00:00:00;2008-04-2722:30:00;2008-04-27-00:00:00
182;150,852;166;2008-04-2801:15:00;2008-04-2816:15:00;2008-04-28-00:00:00
171;140,583;156;2008-04-2919:00:00;2008-04-2912:15:00;2008-04-29-00:00:00
177;161,12;170;2008-04-3020:45:00;2008-04-3003:15:00;2008-04-30-00:00:00
171;145,718;158;2008-05-01-00:00:00;2008-05-0122:30:00;2008-05-01-00:00:00
146;120,047;134;2008-05-02-00:00:00;2008-05-0218:15:00;2008-05-02-00:00:00
125;109,778;119;2008-05-03-00:00:00;2008-05-0316:15:00;2008-05-03-00:00:00
115;104,644;114;2008-05-0400:15:00;2008-05-0423:15:00;2008-05-04-00:00:00
125;89,242;113;2008-05-0520:45:00;2008-05-0520:00:00;2008-05-05-00:00:00
120;63,571;112;2008-05-0618:15:00;2008-05-0622:45:00;2008-05-06-00:00:00
125;104,644;113;2008-05-07-00:00:00;2008-05-0716:30:00;2008-05-07-00:00:00
115;104,644;113;2008-05-0800:15:00;2008-05-0822:45:00;2008-05-08-00:00:00
125;68,705;113;2008-05-0908:30:00;2008-05-0907:15:00;2008-05-09-00:00:00
207;109,778;137;2008-05-1021:15:00;2008-05-1000:15:00;2008-05-10-00:00:00
577;197,059;374;2008-05-1123:45:00;2008-05-11-00:00:00;2008-05-11-00:00:00
682;576,988;641;2008-05-1212:00:00;2008-05-12-00:00:00;2008-05-12-00:00:00
623;412,694;510;2008-05-13-00:00:00;2008-05-1322:15:00;2008-05-13-00:00:00
408;340,816;373;2008-05-14-00:00:00;2008-05-1421:15:00;2008-05-14-00:00:00
392;340,816;366;2008-05-1519:00:00;2008-05-1500:15:00;2008-05-15-00:00:00
397;335,682;371;2008-05-1606:30:00;2008-05-1611:45:00;2008-05-16-00:00:00
397;320,279;342;2008-05-1722:15:00;2008-05-1707:00:00;2008-05-17-00:00:00
402;335,682;384;2008-05-18-00:00:00;2008-05-1823:15:00;2008-05-18-00:00:00
341;268,938;299;2008-05-19-00:00:00;2008-05-1919:00:00;2008-05-19-00:00:00
269;248,401;259;2008-05-20-00:00:00;2008-05-2019:30:00;2008-05-20-00:00:00
248;212,462;232;2008-05-21-00:00:00;2008-05-2123:15:00;2008-05-21-00:00:00
218;202,193;209;2008-05-2200:15:00;2008-05-2212:15:00;2008-05-22-00:00:00
218;197,059;211;2008-05-2306:00:00;2008-05-2305:15:00;2008-05-23-00:00:00
577;176,523;316;2008-05-2423:45:00;2008-05-2407:45:00;2008-05-24-00:00:00
649;582,122;617;2008-05-2522:00:00;2008-05-25-00:00:00;2008-05-25-00:00:00
846;628,329;697;2008-05-2623:30:00;2008-05-2611:00:00;2008-05-26-00:00:00
942;845,76;913;2008-05-2711:45:00;2008-05-2700:15:00;2008-05-27-00:00:00
925;582,122;780;2008-05-28-00:00:00;2008-05-2823:30:00;2008-05-28-00:00:00
582;510,243;543;2008-05-29-00:00:00;2008-05-2906:45:00;2008-05-29-00:00:00
582;525,646;560;2008-05-3010:00:00;2008-05-3023:30:00;2008-05-30-00:00:00
546;479,438;503;2008-05-3123:15:00;2008-05-3108:15:00;2008-05-31-00:00:00
1432;541,048;921;2008-06-0123:45:00;2008-06-0100:30:00;2008-06-01-00:00:00
1706;1404,12;1587;2008-06-0210:00:00;2008-06-0223:45:00;2008-06-02-00:00:00
1562;1359;1455;2008-06-0320:00:00;2008-06-0302:45:00;2008-06-03-00:00:00
1546;924,72;1208;2008-06-04-00:00:00;2008-06-0423:45:00;2008-06-04-00:00:00
930;716,04;813;2008-06-05-00:00:00;2008-06-0521:30:00;2008-06-05-00:00:00
716;602,658;657;2008-06-06-00:00:00;2008-06-0622:30:00;2008-06-06-00:00:00
598;397,292;491;2008-06-07-00:00:00;2008-06-0723:00:00;2008-06-07-00:00:00
392;340,816;367;2008-06-08-00:00:00;2008-06-0820:30:00;2008-06-08-00:00:00
341;310,011;324;2008-06-09-00:00:00;2008-06-0917:30:00;2008-06-09-00:00:00
408;310,011;351;2008-06-1022:30:00;2008-06-1003:15:00;2008-06-10-00:00:00
531;402,426;466;2008-06-1123:45:00;2008-06-1101:45:00;2008-06-11-00:00:00
649;525,646;597;2008-06-1216:30:00;2008-06-12-00:00:00;2008-06-12-00:00:00
633;499,975;584;2008-06-1304:45:00;2008-06-1323:30:00;2008-06-13-00:00:00
551;474,304;507;2008-06-1422:30:00;2008-06-1409:30:00;2008-06-14-00:00:00
546;499,975;525;2008-06-15-00:00:00;2008-06-1523:15:00;2008-06-15-00:00:00
500;417,828;461;2008-06-16-00:00:00;2008-06-1615:45:00;2008-06-16-00:00:00
443;371,621;414;2008-06-17-00:00:00;2008-06-1712:45:00;2008-06-17-00:00:00
372;345,95;362;2008-06-18-00:00:00;2008-06-1808:45:00;2008-06-18-00:00:00
361;299,743;331;2008-06-19-00:00:00;2008-06-1923:30:00;2008-06-19-00:00:00
300;263,803;281;2008-06-20-00:00:00;2008-06-2022:15:00;2008-06-20-00:00:00
264;212,462;251;2008-06-21-00:00:00;2008-06-2121:00:00;2008-06-21-00:00:00
243;202,193;224;2008-06-2202:30:00;2008-06-2222:00:00;2008-06-22-00:00:00
212;186,791;201;2008-06-2311:00:00;2008-06-2321:45:00;2008-06-23-00:00:00
207;171,388;188;2008-06-2409:00:00;2008-06-2404:45:00;2008-06-24-00:00:00
223;130,315;178;2008-06-2512:30:00;2008-06-2510:00:00;2008-06-25-00:00:00
177;135,449;162;2008-06-2604:30:00;2008-06-2623:00:00;2008-06-26-00:00:00
171;140,583;152;2008-06-2719:15:00;2008-06-2703:00:00;2008-06-27-00:00:00
202;155,986;174;2008-06-2811:30:00;2008-06-2805:15:00;2008-06-28-00:00:00
182;145,718;153;2008-06-2905:45:00;2008-06-2903:45:00;2008-06-29-00:00:00
166;114,913;147;2008-06-3016:45:00;2008-06-3006:00:00;2008-06-30-00:00:00
156;109,778;135;2008-07-0103:30:00;2008-07-0123:00:00;2008-07-01-00:00:00
141;94,376;127;2008-07-0202:15:00;2008-07-0222:30:00;2008-07-02-00:00:00
141;73,839;109;2008-07-0317:30:00;2008-07-0311:30:00;2008-07-03-00:00:00
125;94,376;109;2008-07-0416:30:00;2008-07-0411:30:00;2008-07-04-00:00:00
146;78,973;110;2008-07-0504:00:00;2008-07-05-00:00:00;2008-07-05-00:00:00
115;89,242;104;2008-07-0619:45:00;2008-07-06-00:00:00;2008-07-06-00:00:00
125;89,242;108;2008-07-0705:00:00;2008-07-0719:45:00;2008-07-07-00:00:00
135;84,108;105;2008-07-0816:30:00;2008-07-0821:45:00;2008-07-08-00:00:00
125;68,705;93;2008-07-0900:15:00;2008-07-0903:45:00;2008-07-09-00:00:00
115;53,303;82;2008-07-1018:30:00;2008-07-1005:45:00;2008-07-10-00:00:00
100;43,034;72;2008-07-1100:15:00;2008-07-1115:30:00;2008-07-11-00:00:00
115;58,437;80;2008-07-1222:30:00;2008-07-1221:00:00;2008-07-12-00:00:00
146;73,839;111;2008-07-1314:15:00;2008-07-1313:00:00;2008-07-13-00:00:00
151;89,242;125;2008-07-1413:30:00;2008-07-1400:15:00;2008-07-14-00:00:00
141;109,778;123;2008-07-1521:00:00;2008-07-1519:45:00;2008-07-15-00:00:00
141;89,242;113;2008-07-1604:45:00;2008-07-1603:45:00;2008-07-16-00:00:00
146;68,705;108;2008-07-1718:30:00;2008-07-1716:45:00;2008-07-17-00:00:00
151;120,047;143;2008-07-18-00:00:00;2008-07-1810:15:00;2008-07-18-00:00:00
146;125,181;140;2008-07-19-00:00:00;2008-07-1911:45:00;2008-07-19-00:00:00
146;109,778;125;2008-07-2003:00:00;2008-07-2010:45:00;2008-07-20-00:00:00
125;104,644;117;2008-07-2104:30:00;2008-07-2119:00:00;2008-07-21-00:00:00
125;104,644;117;2008-07-2214:15:00;2008-07-2203:45:00;2008-07-22-00:00:00
130;114,913;124;2008-07-2302:00:00;2008-07-2318:00:00;2008-07-23-00:00:00
130;94,376;116;2008-07-2402:00:00;2008-07-2423:15:00;2008-07-24-00:00:00
130;104,644;120;2008-07-2500:15:00;2008-07-2501:30:00;2008-07-25-00:00:00
120;104,644;116;2008-07-2614:00:00;2008-07-2606:45:00;2008-07-26-00:00:00
141;78,973;113;2008-07-2707:00:00;2008-07-2705:45:00;2008-07-27-00:00:00
120;104,644;113;2008-07-2805:45:00;2008-07-2810:00:00;2008-07-28-00:00:00
120;104,644;112;2008-07-2911:15:00;2008-07-2906:00:00;2008-07-29-00:00:00
146;63,571;110;2008-07-3021:15:00;2008-07-3022:45:00;2008-07-30-00:00:00
146;89,242;110;2008-07-3100:15:00;2008-07-3111:45:00;2008-07-31-00:00:00
110;89,242;103;2008-08-0102:30:00;2008-08-0118:30:00;2008-08-01-00:00:00
115;84,108;101;2008-08-0213:45:00;2008-08-0212:30:00;2008-08-02-00:00:00
110;89,242;98;2008-08-0320:30:00;2008-08-0314:00:00;2008-08-03-00:00:00
115;78,973;99;2008-08-0418:15:00;2008-08-0419:15:00;2008-08-04-00:00:00
130;58,437;94;2008-08-0521:30:00;2008-08-0519:15:00;2008-08-05-00:00:00
110;84,108;98;2008-08-0615:00:00;2008-08-0623:15:00;2008-08-06-00:00:00
110;78,973;97;2008-08-0715:15:00;2008-08-0719:15:00;2008-08-07-00:00:00
110;78,973;94;2008-08-0809:45:00;2008-08-0820:45:00;2008-08-08-00:00:00
105;89,242;94;2008-08-0900:15:00;2008-08-0902:30:00;2008-08-09-00:00:00
110;84,108;97;2008-08-1015:15:00;2008-08-1022:30:00;2008-08-10-00:00:00
110;63,571;99;2008-08-1118:45:00;2008-08-1110:00:00;2008-08-11-00:00:00
105;78,973;95;2008-08-12-00:00:00;2008-08-1223:30:00;2008-08-12-00:00:00
105;35,86;89;2008-08-1314:45:00;2008-08-1313:30:00;2008-08-13-00:00:00
115;63,571;90;2008-08-1412:45:00;2008-08-1407:00:00;2008-08-14-00:00:00
110;58,437;88;2008-08-1508:45:00;2008-08-1507:30:00;2008-08-15-00:00:00
120;68,705;99;2008-08-1608:15:00;2008-08-1607:15:00;2008-08-16-00:00:00
115;73,839;104;2008-08-1708:00:00;2008-08-1707:00:00;2008-08-17-00:00:00
125;94,376;102;2008-08-1822:15:00;2008-08-1813:30:00;2008-08-18-00:00:00
115;78,973;93;2008-08-1910:00:00;2008-08-1903:45:00;2008-08-19-00:00:00
105;89,242;95;2008-08-2019:00:00;2008-08-2006:15:00;2008-08-20-00:00:00
100;89,242;93;2008-08-21-00:00:00;2008-08-2102:30:00;2008-08-21-00:00:00
100;73,839;87;2008-08-22-00:00:00;2008-08-2220:15:00;2008-08-22-00:00:00
115;89,242;102;2008-08-2315:30:00;2008-08-23-00:00:00;2008-08-23-00:00:00
115;94,376;101;2008-08-2416:00:00;2008-08-2401:30:00;2008-08-24-00:00:00
100;84,108;93;2008-08-25-00:00:00;2008-08-2518:45:00;2008-08-25-00:00:00
100;78,973;91;2008-08-26-00:00:00;2008-08-2612:30:00;2008-08-26-00:00:00
105;63,571;94;2008-08-2704:15:00;2008-08-2703:15:00;2008-08-27-00:00:00
100;89,242;94;2008-08-2811:30:00;2008-08-28-00:00:00;2008-08-28-00:00:00
100;78,973;92;2008-08-29-00:00:00;2008-08-2912:30:00;2008-08-29-00:00:00
100;84,108;92;2008-08-3019:45:00;2008-08-3011:30:00;2008-08-30-00:00:00
100;84,108;93;2008-08-3120:30:00;2008-08-3100:15:00;2008-08-31-00:00:00
100;89,242;94;2008-09-0110:15:00;2008-09-0100:30:00;2008-09-01-00:00:00
115;58,437;89;2008-09-0203:15:00;2008-09-0222:15:00;2008-09-02-00:00:00
115;53,303;86;2008-09-0302:15:00;2008-09-03-00:00:00;2008-09-03-00:00:00
100;78,973;90;2008-09-0419:45:00;2008-09-0417:45:00;2008-09-04-00:00:00
105;89,242;97;2008-09-0513:00:00;2008-09-05-00:00:00;2008-09-05-00:00:00
125;89,242;101;2008-09-0619:15:00;2008-09-0614:30:00;2008-09-06-00:00:00
115;99,51;107;2008-09-0710:45:00;2008-09-07-00:00:00;2008-09-07-00:00:00
115;99,51;106;2008-09-0818:45:00;2008-09-0810:30:00;2008-09-08-00:00:00
115;94,376;107;2008-09-0904:30:00;2008-09-0901:30:00;2008-09-09-00:00:00
146;94,376;120;2008-09-1017:45:00;2008-09-1022:00:00;2008-09-10-00:00:00
146;84,108;121;2008-09-11-00:00:00;2008-09-1105:30:00;2008-09-11-00:00:00
146;89,242;120;2008-09-1215:45:00;2008-09-1214:00:00;2008-09-12-00:00:00
125;94,376;109;2008-09-13-00:00:00;2008-09-1314:00:00;2008-09-13-00:00:00
120;99,51;113;2008-09-1408:15:00;2008-09-1413:00:00;2008-09-14-00:00:00
115;99,51;112;2008-09-15-00:00:00;2008-09-1518:15:00;2008-09-15-00:00:00
115;109,778;113;2008-09-1602:00:00;2008-09-16-00:00:00;2008-09-16-00:00:00
125;94,376;106;2008-09-1711:15:00;2008-09-1709:45:00;2008-09-17-00:00:00
120;104,644;113;2008-09-1810:00:00;2008-09-1800:30:00;2008-09-18-00:00:00
115;99,51;108;2008-09-1901:15:00;2008-09-1913:30:00;2008-09-19-00:00:00
115;99,51;108;2008-09-2007:45:00;2008-09-2021:30:00;2008-09-20-00:00:00
115;99,51;108;2008-09-2104:15:00;2008-09-21-00:00:00;2008-09-21-00:00:00
110;94,376;105;2008-09-2203:30:00;2008-09-2223:30:00;2008-09-22-00:00:00
115;94,376;106;2008-09-2316:00:00;2008-09-2300:15:00;2008-09-23-00:00:00
115;104,644;111;2008-09-24-00:00:00;2008-09-2407:15:00;2008-09-24-00:00:00
115;99,51;108;2008-09-2511:30:00;2008-09-2501:30:00;2008-09-25-00:00:00
110;94,376;104;2008-09-2600:45:00;2008-09-2613:15:00;2008-09-26-00:00:00
115;94,376;107;2008-09-2710:45:00;2008-09-2714:15:00;2008-09-27-00:00:00
115;94,376;108;2008-09-28-00:00:00;2008-09-2813:15:00;2008-09-28-00:00:00
115;104,644;110;2008-09-2900:15:00;2008-09-2908:30:00;2008-09-29-00:00:00
115;94,376;105;2008-09-30-00:00:00;2008-09-3014:15:00;2008-09-30-00:00:00
146;94,376;102;2008-10-0117:15:00;2008-10-0107:45:00;2008-10-01-00:00:00
110;89,242;102;2008-10-0211:45:00;2008-10-0218:00:00;2008-10-02-00:00:00
105;89,242;97;2008-10-03-00:00:00;2008-10-0305:30:00;2008-10-03-00:00:00
110;99,51;105;2008-10-0402:45:00;2008-10-04-00:00:00;2008-10-04-00:00:00
110;94,376;103;2008-10-0517:45:00;2008-10-0504:30:00;2008-10-05-00:00:00
115;99,51;107;2008-10-0617:00:00;2008-10-0604:30:00;2008-10-06-00:00:00
120;94,376;107;2008-10-0723:30:00;2008-10-0703:45:00;2008-10-07-00:00:00
141;114,913;123;2008-10-0821:30:00;2008-10-0802:15:00;2008-10-08-00:00:00
141;120,047;130;2008-10-09-00:00:00;2008-10-0904:15:00;2008-10-09-00:00:00
130;99,51;116;2008-10-10-00:00:00;2008-10-1022:15:00;2008-10-10-00:00:00
100;73,839;90;2008-10-11-00:00:00;2008-10-1123:15:00;2008-10-11-00:00:00
94;63,571;78;2008-10-1219:45:00;2008-10-1218:30:00;2008-10-12-00:00:00
79;63,571;72;2008-10-13-00:00:00;2008-10-1312:45:00;2008-10-13-00:00:00
79;37,9;65;2008-10-1401:15:00;2008-10-1416:00:00;2008-10-14-00:00:00
69;53,303;60;2008-10-1513:30:00;2008-10-1504:15:00;2008-10-15-00:00:00
64;48,168;57;2008-10-1602:45:00;2008-10-1615:15:00;2008-10-16-00:00:00
69;58,437;62;2008-10-1714:30:00;2008-10-17-00:00:00;2008-10-17-00:00:00
64;48,168;56;2008-10-18-00:00:00;2008-10-1822:45:00;2008-10-18-00:00:00
64;43,034;53;2008-10-1911:30:00;2008-10-1915:30:00;2008-10-19-00:00:00
64;43,034;55;2008-10-2019:30:00;2008-10-2016:00:00;2008-10-20-00:00:00
64;48,168;57;2008-10-2106:15:00;2008-10-2102:00:00;2008-10-21-00:00:00
69;43,034;58;2008-10-2201:30:00;2008-10-2204:45:00;2008-10-22-00:00:00
79;58,437;69;2008-10-2315:00:00;2008-10-23-00:00:00;2008-10-23-00:00:00
130;68,705;94;2008-10-2418:00:00;2008-10-2401:30:00;2008-10-24-00:00:00
100;78,973;90;2008-10-2501:15:00;2008-10-2523:00:00;2008-10-25-00:00:00
79;37,9;66;2008-10-26-00:00:00;2008-10-2619:00:00;2008-10-26-00:00:00
64;43,034;57;2008-10-2705:45:00;2008-10-2702:15:00;2008-10-27-00:00:00
64;36,88;47;2008-10-2802:00:00;2008-10-2815:00:00;2008-10-28-00:00:00
69;36,88;52;2008-10-2919:45:00;2008-10-2900:45:00;2008-10-29-00:00:00
125;68,705;88;2008-10-3023:30:00;2008-10-30-00:00:00;2008-10-30-00:00:00
166;99,51;146;2008-10-3107:45:00;2008-10-3117:30:00;2008-10-31-00:00:00
