day_cos,day_sin,Arroyo,Calatayud,Mendavia,Miranda,castejon,palazuelos,ebro,mansilla,tranquera,yesa,pred
0.9469877530760753,0.3212696616923644,1.84,7.07,44.8,24.7,2.06,0.8,414.908,60.443,70.253,408.779,1.03
0.9821256058680006,0.18822670984324422,1.0,8.76,234.5,88.2,3.9,1.9,363.47,59.762,47.554,396.183,2.38
0.9158642882672872,0.401487989205973,14.47,5.65,16.2,15.1,1.44,1.43,220.124,21.237,24.655,268.156,0.63
0.998666816288476,0.051619667223253764,1.01,5.39,234.9,139.3,3.29,2.74,253.193,25.918,35.741,137.873,1.85
0.9962981749346078,0.08596479873744647,1.37,10.15,366.3,147.3,4.79,2.57,467.629,59.852,37.954,377.877,2.94
0.9523775757303975,0.304921224656289,1.11,10.02,88.3,22.0,2.04,1.76,293.038,45.791,65.865,242.692,1.31
0.9880226656636976,0.15430882066428114,1.19,4.88,255.3,154.4,3.29,2.96,233.109,53.031,39.508,382.389,1.85
0.886070621534138,0.4635502709028509,9.61,4.55,29.0,16.9,1.72,1.4,247.318,26.879,36.052,328.713,0.82
0.9574851883550393,0.288482432880609,25.28,8.2,30.5,26.1,1.68,0.66,417.167,35.961,40.651,296.269,0.85
0.869589389346611,0.4937755501599772,35.01,7.24,36.9,34.0,1.78,0.7,422.837,46.394,57.235,236.445,0.76
0.9469877530760753,0.3212696616923644,1.65,5.37,92.0,39.4,2.88,0.94,463.478,58.595,51.187,398.911,1.67
0.886070621534138,0.4635502709028509,4.91,4.0,24.7,12.5,1.72,1.3,194.768,9.806,40.428,255.784,0.84
0.9574851883550393,0.288482432880609,1.33,7.49,214.6,72.3,4.02,1.6,315.12,41.604,41.286,217.798,2.33
0.9976303053065857,0.06880242680231986,25.52,5.47,29.2,25.9,1.59,0.74,377.385,28.575,34.476,241.598,0.78
0.9523775757303975,0.304921224656289,7.98,1.57,39.6,15.7,1.82,1.45,419.43,32.176,45.023,186.043,0.91
0.901501684131884,0.4327755925504312,1.0,8.81,260.5,132.5,2.66,2.54,416.037,65.014,57.463,410.576,1.54
0.893918596519257,0.4482293417404106,1.18,4.46,32.2,14.8,3.26,1.38,527.656,59.199,62.421,413.788,1.86
0.9787400799669153,0.2051044998686192,24.91,8.19,31.1,28.1,1.57,0.93,429.114,38.215,43.381,312.84,0.72
0.9469877530760753,0.3212696616923644,5.11,9.8,170.6,61.3,3.86,1.48,516.598,59.83,75.732,350.257,2.24
0.9088176373395029,0.4171936026123168,1.18,7.42,32.3,15.5,2.0,1.4,527.041,59.536,62.469,408.181,1.25
0.9998518392091162,0.017213356155834685,7.19,4.45,30.5,11.8,1.5,0.74,327.684,9.627,48.168,118.532,0.84
0.9962981749346078,0.08596479873744647,1.0,5.26,59.7,53.5,2.42,0.81,475.974,62.99,60.995,427.463,1.44
0.9413173175128471,0.3375228995941133,1.19,5.18,141.3,53.1,2.9,1.06,183.23,54.221,25.884,356.832,1.77
0.893918596519257,0.4482293417404106,1.19,9.31,110.7,42.2,2.75,0.91,519.666,59.807,76.613,352.202,1.58
0.901501684131884,0.4327755925504312,19.88,7.21,32.2,23.0,1.47,0.71,369.863,32.297,57.326,286.38,0.69
0.9668478136052775,0.255353295116187,30.28,8.54,33.8,29.6,1.7,0.69,275.392,33.617,62.039,120.973,0.81
0.9994074007397048,0.03442161162274574,1.37,8.33,122.1,59.2,2.59,1.57,372.005,26.715,71.826,390.004,1.4
0.9927487224577402,0.1202080448993527,1.18,3.51,234.2,108.6,4.36,2.22,319.117,57.908,27.533,384.851,2.46
0.9821256058680006,0.18822670984324422,0.62,4.93,128.8,59.0,2.6,1.21,409.288,23.774,61.754,236.579,1.6
0.9574851883550393,0.288482432880609,1.1,8.59,69.5,52.2,1.88,0.81,293.038,34.022,66.16,184.302,1.09
0.9711000518829505,0.2386727660059501,12.43,0.83,37.0,16.6,1.35,1.48,202.1,27.277,11.726,92.503,0.69
0.8779600847008882,0.47873384011578846,30.28,6.77,33.7,31.0,1.76,1.92,438.319,47.29,42.765,234.028,0.69
0.9469877530760753,0.3212696616923644,1.42,4.38,665.9,377.8,6.36,5.9,253.193,46.546,26.291,368.979,4.25
0.9623090774541486,0.2719581575341055,1.28,19.78,82.7,33.8,2.67,0.75,483.773,62.731,79.946,424.575,1.53
0.893918596519257,0.4482293417404106,7.32,4.49,29.3,11.2,1.51,0.8,330.73,9.916,47.35,114.791,0.82
0.893918596519257,0.4482293417404106,1.18,6.99,92.2,29.1,2.82,0.98,431.981,61.66,76.717,408.58,1.45
0.869589389346611,0.4937755501599772,40.24,11.27,61.0,48.2,1.4,0.81,382.257,48.722,51.529,275.677,0.66
0.998666816288476,0.051619667223253764,1.11,6.0,96.1,52.2,2.13,1.53,342.524,41.781,50.211,234.028,1.23
0.9905324521322229,0.13727877211326478,34.77,7.82,34.6,36.4,1.89,0.78,480.167,53.072,65.57,295.956,0.87
0.9852201067560606,0.1712931441814776,19.88,1.45,31.3,21.0,1.5,0.64,298.86,25.267,39.911,115.233,0.8
0.9962981749346078,0.08596479873744647,0.6,5.48,152.1,58.9,2.6,1.13,444.116,28.788,65.963,266.843,1.61
0.998666816288476,0.051619667223253764,1.16,3.72,29.8,17.5,2.35,1.47,299.347,25.043,42.307,176.754,1.11
0.9787400799669153,0.2051044998686192,1.84,7.68,55.0,27.0,2.33,0.81,413.781,60.26,68.693,399.302,1.2
0.901501684131884,0.4327755925504312,31.54,5.02,23.9,33.0,1.75,0.68,335.836,36.725,45.379,166.211,0.85
0.998666816288476,0.051619667223253764,1.37,3.17,42.7,18.6,1.46,0.7,384.976,27.167,70.455,183.031,0.65
0.9469877530760753,0.3212696616923644,24.9,8.55,34.0,29.1,1.63,0.77,481.969,47.079,55.115,385.231,0.8
0.998666816288476,0.051619667223253764,34.64,10.31,68.3,48.0,1.55,0.81,368.26,45.137,48.954,262.931,0.76
0.9880226656636976,0.15430882066428114,1.02,2.92,150.0,61.8,3.19,1.46,241.057,30.082,24.881,308.155,1.67
0.9946708199115211,0.10310169744743485,35.55,7.44,56.2,36.7,1.78,0.76,403.145,34.588,41.211,249.74,0.72
0.9946708199115211,0.10310169744743485,1.19,4.93,123.6,77.7,2.47,1.83,227.876,51.229,39.107,377.503,1.41
0.901501684131884,0.4327755925504312,16.42,6.13,27.3,11.0,1.93,1.29,519.052,57.446,61.137,332.092,0.76
0.9962981749346078,0.08596479873744647,1.29,4.55,48.8,20.3,1.94,0.92,413.218,59.491,77.601,366.963,0.9
0.9962981749346078,0.08596479873744647,4.02,6.13,31.3,11.8,1.49,0.82,272.574,13.215,52.781,144.021,0.8
0.9413173175128471,0.3375228995941133,24.86,8.2,43.8,29.2,1.56,0.69,456.985,57.842,76.561,314.956,0.72
0.893918596519257,0.4482293417404106,0.83,5.56,65.7,24.3,2.25,0.93,459.932,36.123,70.202,317.411,1.33
0.9821256058680006,0.18822670984324422,1.43,8.34,110.9,38.4,2.12,0.95,465.255,64.581,81.513,439.607,1.28
1.0,0.0,1.09,3.81,41.9,16.1,2.25,1.37,245.522,25.625,47.922,383.713,1.13
0.9291414114031743,0.36972454289067314,19.88,5.99,60.3,31.2,1.89,0.73,512.922,51.696,61.042,383.145,0.79
0.9905324521322229,0.13727877211326478,1.09,1.87,49.8,26.5,2.16,1.61,150.068,4.98,18.368,96.215,1.02
0.9158642882672872,0.401487989205973,1.15,6.54,203.5,68.5,3.57,1.94,243.285,58.573,34.578,394.437,2.16
0.9880226656636976,0.15430882066428114,1.46,5.2,138.2,34.8,2.76,0.88,455.221,58.551,49.622,392.312,1.58
0.9158642882672872,0.401487989205973,34.8,9.16,51.8,46.2,1.75,0.97,443.535,49.41,71.165,380.316,0.81
0.9413173175128471,0.3375228995941133,1.65,5.47,89.5,36.8,2.91,0.92,463.478,58.617,51.315,399.693,1.67
0.9750645322571948,0.2219215130041655,30.28,8.2,32.7,31.0,1.71,0.69,280.116,34.241,62.565,127.246,0.85
0.9880226656636976,0.15430882066428114,1.0,4.06,153.2,76.7,3.03,1.65,303.65,49.687,31.217,347.617,1.95
0.9946708199115211,0.10310169744743485,6.96,6.63,101.5,36.2,2.23,0.9,508.641,46.603,69.698,306.551,1.24
0.9998518392091162,0.017213356155834685,1.09,2.28,95.2,54.2,3.11,1.41,191.951,13.114,20.844,159.958,1.61
0.9927487224577402,0.1202080448993527,12.94,2.92,33.5,26.0,1.94,1.48,350.836,33.819,31.667,155.831,0.89
0.886070621534138,0.4635502709028509,0.82,5.49,233.7,95.1,2.93,2.12,358.709,55.946,41.852,333.111,1.83
0.9750645322571948,0.2219215130041655,0.9,5.53,337.5,153.4,4.08,2.91,310.649,57.974,39.508,395.988,2.68
0.9880226656636976,0.15430882066428114,1.1,6.41,131.7,50.2,2.76,1.0,399.813,47.52,60.995,396.183,1.53
0.893918596519257,0.4482293417404106,40.69,6.44,50.4,39.9,1.76,0.76,417.167,49.885,75.473,291.296,0.79
0.9946708199115211,0.10310169744743485,0.99,10.47,62.9,22.4,2.02,1.44,265.12,29.777,40.503,362.595,1.08
0.901501684131884,0.4327755925504312,1.46,5.7,536.8,273.0,6.12,4.17,474.778,58.151,52.217,399.693,3.43
1.0,0.0,25.16,6.68,35.7,26.0,1.98,1.87,510.475,56.356,59.867,319.88,0.74
0.886070621534138,0.4635502709028509,40.72,6.63,48.6,38.8,1.76,0.67,413.218,49.568,75.266,287.91,0.77
0.9905324521322229,0.13727877211326478,1.17,4.72,50.4,31.3,2.28,1.51,412.094,24.443,39.691,129.881,1.16
0.9998518392091162,0.017213356155834685,10.22,3.06,33.2,11.9,1.74,0.63,411.532,27.845,46.741,163.607,0.87
0.893918596519257,0.4482293417404106,1.1,6.02,278.2,109.5,5.17,2.23,453.46,64.725,66.455,410.176,3.03
0.9946708199115211,0.10310169744743485,1.46,1.45,49.6,26.7,2.06,0.8,524.581,62.031,70.962,410.576,1.06
0.9852201067560606,0.1712931441814776,0.83,4.93,37.4,14.1,1.63,1.3,309.659,20.022,42.498,140.235,1.01
0.9976303053065857,0.06880242680231986,1.37,6.6,12.9,10.7,1.86,0.79,511.698,60.739,79.999,348.671,0.8
0.9291414114031743,0.36972454289067314,6.79,4.05,14.2,10.6,1.68,0.91,300.811,24.004,44.746,184.186,0.77
0.9880226656636976,0.15430882066428114,22.37,9.92,43.8,28.9,1.57,0.7,399.259,40.989,63.575,344.47,0.75
0.9413173175128471,0.3375228995941133,1.1,7.61,170.3,63.5,2.81,1.4,444.116,62.497,64.496,414.191,1.55
0.9880226656636976,0.15430882066428114,1.68,3.67,100.7,57.1,2.88,1.19,522.122,62.755,63.141,413.586,1.7
0.9976303053065857,0.06880242680231986,1.58,7.85,673.6,258.1,5.42,4.42,482.57,64.27,52.477,404.413,3.47
0.9353679493131483,0.35367612217637157,14.46,1.87,43.6,20.1,1.51,1.57,433.13,40.536,34.072,227.791,0.7
0.9158642882672872,0.401487989205973,5.13,4.0,42.8,12.6,1.83,1.44,415.472,30.199,45.817,174.727,0.93
0.9226395488404876,0.3856634062436071,6.52,4.41,17.5,16.8,1.7,1.15,407.608,26.214,35.948,135.244,0.87
0.9821256058680006,0.18822670984324422,1.37,7.7,113.1,57.5,2.64,1.52,436.009,52.247,75.939,413.788,1.44
0.9927487224577402,0.1202080448993527,1.26,5.37,178.8,136.2,3.17,2.45,331.239,46.055,44.707,242.966,1.85
0.9088176373395029,0.4171936026123168,7.97,1.66,36.4,10.6,1.4,1.28,190.75,22.728,12.595,72.161,0.78
0.9962981749346078,0.08596479873744647,19.88,6.61,29.2,25.7,1.65,0.77,351.881,27.07,54.316,255.501,0.83
0.9880226656636976,0.15430882066428114,1.29,3.07,93.5,35.5,2.33,0.95,439.476,55.409,75.111,319.055,1.17
0.9852201067560606,0.1712931441814776,3.21,7.43,20.1,10.3,1.82,0.81,251.379,30.374,60.477,124.087,0.98
0.9413173175128471,0.3375228995941133,15.06,3.77,40.0,24.4,1.62,1.56,399.259,34.73,37.918,229.373,0.87
0.998666816288476,0.051619667223253764,1.18,3.89,35.8,10.3,1.72,0.76,190.351,15.452,17.11,303.679,0.94
0.9574851883550393,0.288482432880609,1.75,4.88,51.9,26.5,2.29,0.81,402.033,57.886,60.948,379.564,1.14
0.901501684131884,0.4327755925504312,1.18,6.91,62.3,40.1,2.63,1.24,306.205,39.519,66.307,307.192,1.35
0.9905324521322229,0.13727877211326478,30.28,6.34,36.7,30.6,1.65,0.83,300.811,51.229,57.6,189.673,0.82
0.9946708199115211,0.10310169744743485,1.05,2.92,226.0,116.2,3.81,2.14,237.069,29.345,24.599,308.959,2.04
0.9291414114031743,0.36972454289067314,1.37,3.71,41.4,25.1,1.91,1.63,379.547,25.651,68.994,176.754,0.92
0.9821256058680006,0.18822670984324422,1.33,5.19,544.1,242.2,6.04,4.22,334.301,59.649,29.051,388.471,4.25
0.9226395488404876,0.3856634062436071,1.45,13.65,73.6,17.9,2.36,0.8,507.42,62.731,75.732,269.913,1.16
0.9523775757303975,0.304921224656289,1.37,7.74,55.1,26.5,1.94,0.84,354.5,22.123,70.455,357.369,1.0
0.9574851883550393,0.288482432880609,27.6,8.3,38.3,31.0,1.42,0.63,258.669,38.467,16.556,168.179,0.65
0.9787400799669153,0.2051044998686192,1.4,7.63,12.5,12.9,1.88,0.77,511.698,59.109,77.237,353.799,0.86
0.886070621534138,0.4635502709028509,1.74,10.12,53.1,15.9,1.58,0.73,471.198,64.341,81.722,429.121,0.95
0.869589389346611,0.4937755501599772,1.1,5.87,332.7,121.3,3.39,2.72,381.172,32.327,57.875,354.511,1.86
0.9962981749346078,0.08596479873744647,1.09,7.86,28.5,20.3,1.87,1.44,277.278,31.559,60.712,168.509,0.98
0.9821256058680006,0.18822670984324422,7.26,2.9,49.8,18.1,1.88,0.72,424.545,34.477,44.236,200.448,0.96
0.8779600847008882,0.47873384011578846,1.18,5.05,25.4,12.3,1.88,0.76,426.255,36.823,51.572,161.776,0.96
0.9668478136052775,0.255353295116187,0.76,5.16,165.6,106.2,2.79,2.44,369.863,19.401,56.372,192.037,1.75
0.9787400799669153,0.2051044998686192,1.12,55.17,696.4,315.5,6.97,4.65,408.168,59.671,34.105,395.406,4.77
0.9994074007397048,0.03442161162274574,1.1,2.89,90.9,68.5,2.27,1.13,421.7,59.671,55.876,339.099,1.32
0.9574851883550393,0.288482432880609,0.9,7.38,342.8,93.9,3.83,1.87,239.724,21.793,33.006,123.626,2.14
0.9413173175128471,0.3375228995941133,1.0,5.2,139.4,55.4,2.84,1.35,314.124,37.416,43.497,209.951,1.64
0.998666816288476,0.051619667223253764,24.9,8.21,35.1,26.0,1.83,1.83,503.76,55.495,57.829,311.057,0.71
0.9574851883550393,0.288482432880609,20.06,9.27,54.8,19.7,1.5,0.59,338.915,38.652,40.8,202.891,0.8
0.9668478136052775,0.255353295116187,1.19,4.88,217.5,80.3,3.41,1.74,249.12,61.29,40.243,407.982,2.05
0.9787400799669153,0.2051044998686192,1.55,9.35,35.8,18.8,1.68,1.17,526.426,61.613,69.345,411.578,0.85
0.9353679493131483,0.35367612217637157,35.47,6.74,25.5,35.1,1.64,0.73,449.362,49.469,61.611,265.245,0.71
1.0,0.0,1.61,8.48,41.2,17.4,1.62,0.73,452.873,62.591,67.247,333.281,0.72
0.9927487224577402,0.1202080448993527,0.69,4.99,65.7,36.1,1.95,0.85,358.181,19.061,54.714,180.39,1.2
0.9946708199115211,0.10310169744743485,25.37,9.58,44.5,35.3,1.55,0.7,405.932,42.511,64.837,352.911,0.72
0.9787400799669153,0.2051044998686192,1.56,4.66,35.9,13.7,1.95,0.82,422.837,33.586,45.538,339.444,1.04
0.9880226656636976,0.15430882066428114,25.38,11.48,61.5,36.0,1.47,0.68,450.531,57.292,66.209,362.051,0.77
0.998666816288476,0.051619667223253764,0.99,3.06,22.7,12.0,1.6,1.22,265.12,29.633,40.169,360.245,0.88
0.9962981749346078,0.08596479873744647,1.38,4.46,85.7,35.9,2.1,1.06,367.193,22.282,66.801,186.626,1.01
0.9413173175128471,0.3375228995941133,1.14,4.87,248.0,136.6,2.89,2.79,235.305,55.367,33.37,390.964,1.72
0.9998518392091162,0.017213356155834685,1.56,9.03,27.2,22.5,1.78,0.75,415.472,58.729,78.642,325.861,1.08
0.9821256058680006,0.18822670984324422,47.13,8.06,65.1,51.0,1.43,0.99,313.13,31.022,23.375,176.98,0.65
0.998666816288476,0.051619667223253764,1.89,8.09,385.7,224.9,3.4,3.5,319.117,35.43,66.16,207.83,1.98
0.9469877530760753,0.3212696616923644,19.72,2.92,23.6,26.7,1.79,1.72,335.324,32.161,32.775,151.456,0.81
0.9226395488404876,0.3856634062436071,1.26,5.3,36.4,10.2,2.38,1.11,183.622,16.103,15.765,244.201,1.42
0.9623090774541486,0.2719581575341055,5.11,1.4,47.5,54.5,2.07,1.36,264.657,13.512,22.938,50.34,1.25
0.9226395488404876,0.3856634062436071,0.69,4.94,80.9,38.8,2.29,1.11,345.112,18.993,51.615,168.289,1.42
0.9469877530760753,0.3212696616923644,1.1,5.57,269.8,135.9,4.09,2.53,504.979,57.577,75.836,256.209,2.41
1.0,0.0,19.88,2.62,16.9,24.0,1.88,1.62,318.116,29.316,33.937,137.58,0.78
0.9994074007397048,0.03442161162274574,9.99,5.69,36.9,13.5,1.79,0.79,449.362,39.314,27.354,232.825,0.84
0.9158642882672872,0.401487989205973,1.56,5.44,261.6,150.0,3.5,2.7,515.985,60.374,65.717,390.58,1.84
0.9976303053065857,0.06880242680231986,1.33,4.86,414.6,174.6,5.35,3.64,307.684,60.808,28.226,411.177,3.54
0.9469877530760753,0.3212696616923644,14.46,2.27,43.6,15.1,1.53,1.44,435.433,41.199,33.837,233.092,0.67
0.9088176373395029,0.4171936026123168,1.27,5.34,1110.9,794.0,6.17,7.73,484.976,38.316,57.372,162.099,3.27
0.9226395488404876,0.3856634062436071,25.31,4.81,30.6,26.0,1.71,0.67,403.702,33.477,38.42,279.264,0.87
0.9158642882672872,0.401487989205973,1.18,5.42,53.1,20.0,2.17,0.8,532.583,61.845,64.447,377.69,0.98
1.0,0.0,1.3,14.79,158.6,48.4,4.04,1.2,459.342,63.084,43.924,410.376,2.26
0.9711000518829505,0.2386727660059501,1.09,6.05,86.5,14.1,2.05,0.76,474.778,57.358,44.315,393.47,0.92
0.9574851883550393,0.288482432880609,9.8,4.18,34.8,10.8,1.42,0.82,405.374,23.979,49.162,150.322,0.81
0.9523775757303975,0.304921224656289,4.91,1.62,11.3,7.0,1.4,1.13,135.673,6.079,13.808,98.305,0.63
0.9623090774541486,0.2719581575341055,30.28,1.04,52.7,32.3,1.82,0.73,267.905,17.569,27.923,121.519,0.85
1.0,0.0,8.13,4.05,39.4,14.0,1.67,0.72,436.009,39.042,44.865,226.346,0.84
0.9962981749346078,0.08596479873744647,3.02,6.72,18.9,10.4,1.52,1.13,214.178,32.647,44.746,79.981,0.87
0.886070621534138,0.4635502709028509,10.23,7.51,26.4,21.7,1.69,0.76,416.602,58.863,79.059,332.092,0.82
0.9469877530760753,0.3212696616923644,21.2,7.85,44.0,31.6,1.63,0.65,393.737,50.705,60.759,239.284,0.71
0.8779600847008882,0.47873384011578846,25.5,6.75,31.2,26.0,1.73,1.77,361.88,36.09,33.171,171.269,0.75
0.8779600847008882,0.47873384011578846,1.18,6.46,79.8,20.3,2.57,0.98,431.981,61.429,77.081,407.982,1.31
0.9088176373395029,0.4171936026123168,14.46,5.55,26.2,17.7,1.61,0.72,327.177,15.262,55.473,202.401,0.87
0.9852201067560606,0.1712931441814776,12.59,20.02,128.8,54.8,2.87,1.43,508.641,60.011,76.302,400.476,1.63
0.9291414114031743,0.36972454289067314,1.28,7.24,116.6,43.9,3.13,1.09,318.116,42.78,41.587,234.028,1.66
0.886070621534138,0.4635502709028509,1.1,5.8,152.5,59.6,3.06,1.4,377.385,23.774,57.463,336.352,1.69
0.9523775757303975,0.304921224656289,1.18,7.12,53.3,17.0,2.07,0.81,531.351,62.404,66.801,393.277,0.89
0.998666816288476,0.051619667223253764,3.02,5.0,52.3,30.4,2.32,0.85,494.037,58.975,65.276,277.765,1.12
1.0,0.0,0.76,3.78,32.6,13.5,1.49,1.39,308.671,19.618,40.169,132.356,0.9
0.9750645322571948,0.2219215130041655,1.09,5.09,85.5,39.7,3.13,0.79,425.114,62.52,75.008,411.578,1.57
0.9158642882672872,0.401487989205973,1.53,5.44,144.0,69.2,2.6,1.59,436.009,64.509,81.356,430.16,1.61
0.9852201067560606,0.1712931441814776,1.11,6.75,259.9,103.9,3.3,2.15,471.198,65.886,70.455,405.798,1.88
0.901501684131884,0.4327755925504312,1.18,5.63,167.8,102.9,3.8,2.18,448.194,60.329,60.054,392.119,2.07
1.0,0.0,1.37,6.55,89.1,33.3,2.71,1.04,328.698,47.041,42.88,273.007,1.46
0.9852201067560606,0.1712931441814776,9.6,4.36,30.7,14.2,1.81,1.54,385.521,34.069,40.8,283.337,0.93
0.9976303053065857,0.06880242680231986,1.22,18.29,166.2,66.2,3.15,1.63,346.15,55.817,73.36,385.421,2.07
0.9821256058680006,0.18822670984324422,8.53,4.25,28.6,17.5,1.81,1.54,384.976,34.038,40.949,287.297,0.91
0.9413173175128471,0.3375228995941133,8.27,3.12,33.2,15.9,1.84,0.78,432.556,33.866,29.266,190.734,0.89
0.9523775757303975,0.304921224656289,1.3,5.61,444.0,284.2,4.22,4.36,398.705,41.799,71.165,203.873,2.48
0.9946708199115211,0.10310169744743485,6.79,9.26,31.0,14.9,2.43,0.75,496.463,50.765,57.235,404.215,1.47
1.0,0.0,3.02,6.02,17.7,10.4,1.49,1.13,215.023,33.772,44.983,87.506,0.83
0.9976303053065857,0.06880242680231986,1.23,11.66,120.5,55.6,2.9,1.08,308.671,54.919,75.991,401.458,1.74
0.9750645322571948,0.2219215130041655,7.02,14.31,114.4,40.0,2.91,1.11,520.894,60.831,80.782,362.051,1.69
0.9088176373395029,0.4171936026123168,10.74,6.82,78.1,43.3,2.73,1.06,511.698,60.946,64.593,376.756,1.55
0.9880226656636976,0.15430882066428114,0.76,5.2,145.1,100.5,2.68,2.19,447.61,30.009,66.752,265.971,1.66
0.9962981749346078,0.08596479873744647,25.42,9.72,45.4,31.2,1.67,0.7,408.168,43.013,65.276,355.759,0.78
0.9668478136052775,0.255353295116187,32.73,9.79,60.4,56.9,1.57,0.68,332.768,56.421,74.853,327.033,0.78
0.9623090774541486,0.2719581575341055,1.13,2.08,143.1,123.4,3.24,2.95,170.528,9.011,19.224,129.881,1.64
0.9291414114031743,0.36972454289067314,1.18,6.82,36.4,10.9,3.67,1.23,183.622,16.196,15.632,234.162,2.27
0.9469877530760753,0.3212696616923644,4.91,1.73,14.6,7.0,1.44,1.14,135.34,6.079,13.891,98.386,0.66
0.9711000518829505,0.2386727660059501,1.28,7.82,26.2,16.0,1.64,0.74,405.932,40.432,74.492,406.988,0.86
0.9787400799669153,0.2051044998686192,1.28,4.83,230.3,59.1,3.63,1.24,332.258,60.969,51.829,325.025,1.83
0.998666816288476,0.051619667223253764,19.92,5.96,189.4,106.7,3.64,2.24,514.147,60.033,66.357,381.634,2.17
0.9852201067560606,0.1712931441814776,8.87,5.36,50.4,17.0,2.03,1.72,521.508,58.729,59.727,335.497,0.93
0.9946708199115211,0.10310169744743485,1.1,6.53,127.1,50.2,2.74,1.4,413.781,23.418,55.294,180.162,1.58
0.9946708199115211,0.10310169744743485,1.09,5.04,61.3,35.9,2.27,0.94,382.8,53.864,49.287,278.364,1.27
0.9291414114031743,0.36972454289067314,1.28,10.69,78.5,43.3,2.89,1.07,450.531,62.054,71.775,351.14,1.44
0.9469877530760753,0.3212696616923644,1.09,6.04,81.2,30.9,2.58,0.87,471.794,63.603,50.337,421.907,1.26
0.9946708199115211,0.10310169744743485,1.74,12.53,104.8,45.2,2.32,0.74,480.768,66.301,81.618,435.387,1.66
0.893918596519257,0.4482293417404106,24.73,8.98,35.2,30.5,1.49,0.68,441.793,56.399,72.541,299.092,0.67
0.9927487224577402,0.1202080448993527,35.42,10.2,52.5,60.2,1.39,0.69,362.409,54.622,65.668,333.451,0.6
0.9623090774541486,0.2719581575341055,6.24,5.42,806.4,661.3,5.73,7.57,474.778,59.875,55.562,366.415,3.25
0.9976303053065857,0.06880242680231986,4.91,3.94,19.0,10.4,1.66,1.21,192.754,9.581,41.249,255.077,0.78
0.9158642882672872,0.401487989205973,2.21,4.03,26.7,10.3,1.75,0.73,311.145,35.88,42.574,258.2,0.97
0.998666816288476,0.051619667223253764,17.37,5.19,40.1,26.0,2.08,1.61,355.55,34.43,31.603,160.278,1.02
0.9962981749346078,0.08596479873744647,1.28,4.71,32.6,13.3,2.2,1.3,410.409,24.365,38.998,128.748,1.17
0.9711000518829505,0.2386727660059501,19.35,1.73,31.3,21.2,1.42,0.97,292.072,23.838,40.391,106.663,0.72
0.9353679493131483,0.35367612217637157,20.27,7.49,39.0,26.9,1.53,0.7,379.006,34.888,58.936,303.997,0.77
0.9158642882672872,0.401487989205973,24.6,8.58,39.4,30.5,1.49,1.92,423.406,59.649,52.998,321.865,0.72
0.869589389346611,0.4937755501599772,6.79,3.85,15.1,14.6,1.67,0.69,297.886,23.787,45.737,180.619,0.75
0.9946708199115211,0.10310169744743485,1.09,2.16,75.8,31.2,2.68,1.02,527.656,62.755,68.643,412.179,1.26
0.886070621534138,0.4635502709028509,23.5,8.87,38.2,29.9,1.47,0.7,439.476,56.161,72.03,296.738,0.64
0.9946708199115211,0.10310169744743485,1.32,4.32,546.2,245.9,5.53,4.34,149.012,45.566,23.32,289.138,4.28
0.9469877530760753,0.3212696616923644,0.75,5.52,239.9,116.9,3.56,2.32,382.8,20.36,57.144,203.627,2.23
0.901501684131884,0.4327755925504312,1.37,5.17,166.9,79.2,3.74,1.63,373.615,59.739,30.898,373.037,2.07
0.9413173175128471,0.3375228995941133,1.22,7.53,181.8,116.7,3.37,2.3,330.222,42.672,68.393,330.062,1.75
0.9962981749346078,0.08596479873744647,1.26,4.54,197.9,77.5,3.55,1.94,392.637,60.831,32.545,387.325,1.86
1.0,0.0,15.49,6.0,28.9,22.0,1.85,0.67,475.974,56.291,81.304,374.521,0.85
0.9523775757303975,0.304921224656289,20.49,2.62,12.3,19.7,1.72,1.59,242.839,25.999,45.141,66.923,0.87
0.9750645322571948,0.2219215130041655,32.12,9.8,39.5,35.0,1.48,0.62,270.236,40.086,19.299,180.619,0.65
0.9469877530760753,0.3212696616923644,1.21,4.74,227.3,110.5,3.56,2.16,503.151,62.17,64.642,392.505,1.83
0.9353679493131483,0.35367612217637157,1.28,4.67,45.3,25.6,3.19,0.79,512.31,62.52,80.051,331.923,1.62
0.9905324521322229,0.13727877211326478,10.06,4.84,178.6,57.2,3.34,1.91,501.933,62.124,64.35,375.823,1.69
0.9469877530760753,0.3212696616923644,14.98,3.28,40.1,21.5,1.61,1.56,399.813,34.888,37.739,228.977,0.81
0.9880226656636976,0.15430882066428114,1.09,4.94,60.0,23.2,2.81,0.93,268.836,11.689,48.54,124.456,1.55
0.9574851883550393,0.288482432880609,1.41,12.89,85.8,28.1,2.06,0.82,469.412,64.917,81.513,439.819,1.27
0.9711000518829505,0.2386727660059501,1.1,7.38,264.0,67.8,3.92,1.51,474.778,66.35,72.183,413.385,2.21
0.9962981749346078,0.08596479873744647,1.25,6.25,1016.2,837.0,6.77,7.82,283.919,56.573,37.645,408.38,4.48
0.9962981749346078,0.08596479873744647,17.78,0.49,37.0,18.6,1.44,0.69,214.6,30.727,11.002,116.119,0.71
0.9226395488404876,0.3856634062436071,39.86,5.88,62.5,33.9,1.8,0.9,342.524,26.674,33.37,195.615,0.76
0.9946708199115211,0.10310169744743485,17.74,6.61,28.2,24.7,1.65,0.78,349.792,26.538,54.227,252.961,0.81
