Acumulado;Fechaacumulado;fecha
22,037;2009-12-2608:00:00;2009-12-26-00:00:00
23,053;2009-12-2708:00:00;2009-12-27-00:00:00
23,774;2009-12-2808:00:00;2009-12-28-00:00:00
26,389;2009-12-2908:00:00;2009-12-29-00:00:00
32,327;2009-12-3008:00:00;2009-12-30-00:00:00
36,988;2009-12-3108:00:00;2009-12-31-00:00:00
40,068;2010-01-0108:00:00;2010-01-01-00:00:00
41,923;2010-01-0208:00:00;2010-01-02-00:00:00
43,05;2010-01-0308:00:00;2010-01-03-00:00:00
44,251;2010-01-0408:00:00;2010-01-04-00:00:00
45,286;2010-01-0508:00:00;2010-01-05-00:00:00
46,111;2010-01-0608:00:00;2010-01-06-00:00:00
46,717;2010-01-0708:00:00;2010-01-07-00:00:00
47,175;2010-01-0808:00:00;2010-01-08-00:00:00
47,52;2010-01-0908:00:00;2010-01-09-00:00:00
47,732;2010-01-1008:00:00;2010-01-10-00:00:00
47,848;2010-01-1108:00:00;2010-01-11-00:00:00
47,925;2010-01-1208:00:00;2010-01-12-00:00:00
48,625;2010-01-1308:00:00;2010-01-13-00:00:00
50,604;2010-01-1408:00:00;2010-01-14-00:00:00
54,665;2010-01-1508:00:00;2010-01-15-00:00:00
55,967;2010-01-1608:00:00;2010-01-16-00:00:00
57,555;2010-01-1708:00:00;2010-01-17-00:00:00
58,863;2010-01-1808:00:00;2010-01-18-00:00:00
59,154;2010-01-1908:00:00;2010-01-19-00:00:00
59,423;2010-01-2008:00:00;2010-01-20-00:00:00
59,423;2010-01-2108:00:00;2010-01-21-00:00:00
59,559;2010-01-2208:00:00;2010-01-22-00:00:00
59,581;2010-01-2308:00:00;2010-01-23-00:00:00
59,333;2010-01-2408:00:00;2010-01-24-00:00:00
59,087;2010-01-2508:00:00;2010-01-25-00:00:00
59,199;2010-01-2608:00:00;2010-01-26-00:00:00
59,266;2010-01-2708:00:00;2010-01-27-00:00:00
59,221;2010-01-2808:00:00;2010-01-28-00:00:00
59,289;2010-01-2908:00:00;2010-01-29-00:00:00
59,356;2010-01-3008:00:00;2010-01-30-00:00:00
59,356;2010-01-3108:00:00;2010-01-31-00:00:00
59,333;2010-02-0108:00:00;2010-02-01-00:00:00
59,244;2010-02-0208:00:00;2010-02-02-00:00:00
59,333;2010-02-0308:00:00;2010-02-03-00:00:00
59,468;2010-02-0408:00:00;2010-02-04-00:00:00
59,807;2010-02-0508:00:00;2010-02-05-00:00:00
60,329;2010-02-0608:00:00;2010-02-06-00:00:00
60,694;2010-02-0708:00:00;2010-02-07-00:00:00
61,037;2010-02-0808:00:00;2010-02-08-00:00:00
61,129;2010-02-0908:00:00;2010-02-09-00:00:00
60,923;2010-02-1008:00:00;2010-02-10-00:00:00
60,671;2010-02-1108:00:00;2010-02-11-00:00:00
60,351;2010-02-1208:00:00;2010-02-12-00:00:00
59,988;2010-02-1308:00:00;2010-02-13-00:00:00
59,581;2010-02-1408:00:00;2010-02-14-00:00:00
59,176;2010-02-1508:00:00;2010-02-15-00:00:00
59,042;2010-02-1608:00:00;2010-02-16-00:00:00
58,975;2010-02-1708:00:00;2010-02-17-00:00:00
58,93;2010-02-1808:00:00;2010-02-18-00:00:00
59,042;2010-02-1908:00:00;2010-02-19-00:00:00
59,176;2010-02-2008:00:00;2010-02-20-00:00:00
59,266;2010-02-2108:00:00;2010-02-21-00:00:00
59,378;2010-02-2208:00:00;2010-02-22-00:00:00
60,147;2010-02-2308:00:00;2010-02-23-00:00:00
61,59;2010-02-2408:00:00;2010-02-24-00:00:00
61,961;2010-02-2508:00:00;2010-02-25-00:00:00
62,101;2010-02-2608:00:00;2010-02-26-00:00:00
60,877;2010-02-2708:00:00;2010-02-27-00:00:00
60,443;2010-02-2808:00:00;2010-02-28-00:00:00
59,626;2010-03-0108:00:00;2010-03-01-00:00:00
59,943;2010-03-0208:00:00;2010-03-02-00:00:00
60,17;2010-03-0308:00:00;2010-03-03-00:00:00
60,511;2010-03-0408:00:00;2010-03-04-00:00:00
60,694;2010-03-0508:00:00;2010-03-05-00:00:00
60,739;2010-03-0608:00:00;2010-03-06-00:00:00
60,671;2010-03-0708:00:00;2010-03-07-00:00:00
60,534;2010-03-0808:00:00;2010-03-08-00:00:00
60,306;2010-03-0908:00:00;2010-03-09-00:00:00
60,011;2010-03-1008:00:00;2010-03-10-00:00:00
60,033;2010-03-1108:00:00;2010-03-11-00:00:00
60,033;2010-03-1208:00:00;2010-03-12-00:00:00
60,011;2010-03-1308:00:00;2010-03-13-00:00:00
59,943;2010-03-1408:00:00;2010-03-14-00:00:00
59,852;2010-03-1508:00:00;2010-03-15-00:00:00
59,965;2010-03-1608:00:00;2010-03-16-00:00:00
60,101;2010-03-1708:00:00;2010-03-17-00:00:00
60,238;2010-03-1808:00:00;2010-03-18-00:00:00
60,397;2010-03-1908:00:00;2010-03-19-00:00:00
60,694;2010-03-2008:00:00;2010-03-20-00:00:00
61,429;2010-03-2108:00:00;2010-03-21-00:00:00
62,287;2010-03-2208:00:00;2010-03-22-00:00:00
62,661;2010-03-2308:00:00;2010-03-23-00:00:00
62,896;2010-03-2408:00:00;2010-03-24-00:00:00
62,943;2010-03-2508:00:00;2010-03-25-00:00:00
63,249;2010-03-2608:00:00;2010-03-26-00:00:00
62,825;2010-03-2708:00:00;2010-03-27-00:00:00
62,24;2010-03-2808:00:00;2010-03-28-00:00:00
61,544;2010-03-2908:00:00;2010-03-29-00:00:00
61,359;2010-03-3008:00:00;2010-03-30-00:00:00
61,383;2010-03-3108:00:00;2010-03-31-00:00:00
61,336;2010-04-0108:00:00;2010-04-01-00:00:00
61,244;2010-04-0208:00:00;2010-04-02-00:00:00
61,014;2010-04-0308:00:00;2010-04-03-00:00:00
60,808;2010-04-0408:00:00;2010-04-04-00:00:00
60,465;2010-04-0508:00:00;2010-04-05-00:00:00
60,215;2010-04-0608:00:00;2010-04-06-00:00:00
59,988;2010-04-0708:00:00;2010-04-07-00:00:00
60,056;2010-04-0808:00:00;2010-04-08-00:00:00
60,147;2010-04-0908:00:00;2010-04-09-00:00:00
60,283;2010-04-1008:00:00;2010-04-10-00:00:00
60,443;2010-04-1108:00:00;2010-04-11-00:00:00
60,602;2010-04-1208:00:00;2010-04-12-00:00:00
60,785;2010-04-1308:00:00;2010-04-13-00:00:00
60,9;2010-04-1408:00:00;2010-04-14-00:00:00
60,969;2010-04-1508:00:00;2010-04-15-00:00:00
61,037;2010-04-1608:00:00;2010-04-16-00:00:00
61,175;2010-04-1708:00:00;2010-04-17-00:00:00
61,313;2010-04-1808:00:00;2010-04-18-00:00:00
61,498;2010-04-1908:00:00;2010-04-19-00:00:00
61,66;2010-04-2008:00:00;2010-04-20-00:00:00
61,799;2010-04-2108:00:00;2010-04-21-00:00:00
61,984;2010-04-2208:00:00;2010-04-22-00:00:00
62,194;2010-04-2308:00:00;2010-04-23-00:00:00
62,38;2010-04-2408:00:00;2010-04-24-00:00:00
62,544;2010-04-2508:00:00;2010-04-25-00:00:00
62,708;2010-04-2608:00:00;2010-04-26-00:00:00
62,872;2010-04-2708:00:00;2010-04-27-00:00:00
63,06;2010-04-2808:00:00;2010-04-28-00:00:00
63,225;2010-04-2908:00:00;2010-04-29-00:00:00
63,485;2010-04-3008:00:00;2010-04-30-00:00:00
63,77;2010-05-0108:00:00;2010-05-01-00:00:00
63,984;2010-05-0208:00:00;2010-05-02-00:00:00
64,031;2010-05-0308:00:00;2010-05-03-00:00:00
63,912;2010-05-0408:00:00;2010-05-04-00:00:00
63,722;2010-05-0508:00:00;2010-05-05-00:00:00
63,532;2010-05-0608:00:00;2010-05-06-00:00:00
63,414;2010-05-0708:00:00;2010-05-07-00:00:00
63,39;2010-05-0808:00:00;2010-05-08-00:00:00
63,343;2010-05-0908:00:00;2010-05-09-00:00:00
63,58;2010-05-1008:00:00;2010-05-10-00:00:00
63,77;2010-05-1108:00:00;2010-05-11-00:00:00
63,936;2010-05-1208:00:00;2010-05-12-00:00:00
64,198;2010-05-1308:00:00;2010-05-13-00:00:00
64,27;2010-05-1408:00:00;2010-05-14-00:00:00
64,365;2010-05-1508:00:00;2010-05-15-00:00:00
64,389;2010-05-1608:00:00;2010-05-16-00:00:00
64,318;2010-05-1708:00:00;2010-05-17-00:00:00
64,198;2010-05-1808:00:00;2010-05-18-00:00:00
64,007;2010-05-1908:00:00;2010-05-19-00:00:00
63,793;2010-05-2008:00:00;2010-05-20-00:00:00
63,77;2010-05-2108:00:00;2010-05-21-00:00:00
63,698;2010-05-2208:00:00;2010-05-22-00:00:00
63,698;2010-05-2308:00:00;2010-05-23-00:00:00
63,651;2010-05-2408:00:00;2010-05-24-00:00:00
63,698;2010-05-2508:00:00;2010-05-25-00:00:00
63,722;2010-05-2608:00:00;2010-05-26-00:00:00
63,698;2010-05-2708:00:00;2010-05-27-00:00:00
63,651;2010-05-2808:00:00;2010-05-28-00:00:00
63,58;2010-05-2908:00:00;2010-05-29-00:00:00
63,461;2010-05-3008:00:00;2010-05-30-00:00:00
63,367;2010-05-3108:00:00;2010-05-31-00:00:00
63,225;2010-06-0108:00:00;2010-06-01-00:00:00
63,084;2010-06-0208:00:00;2010-06-02-00:00:00
62,943;2010-06-0308:00:00;2010-06-03-00:00:00
62,778;2010-06-0408:00:00;2010-06-04-00:00:00
62,591;2010-06-0508:00:00;2010-06-05-00:00:00
62,38;2010-06-0608:00:00;2010-06-06-00:00:00
62,194;2010-06-0708:00:00;2010-06-07-00:00:00
61,984;2010-06-0808:00:00;2010-06-08-00:00:00
61,776;2010-06-0908:00:00;2010-06-09-00:00:00
61,613;2010-06-1008:00:00;2010-06-10-00:00:00
61,521;2010-06-1108:00:00;2010-06-11-00:00:00
61,429;2010-06-1208:00:00;2010-06-12-00:00:00
61,406;2010-06-1308:00:00;2010-06-13-00:00:00
61,336;2010-06-1408:00:00;2010-06-14-00:00:00
61,221;2010-06-1508:00:00;2010-06-15-00:00:00
61,175;2010-06-1608:00:00;2010-06-16-00:00:00
61,498;2010-06-1708:00:00;2010-06-17-00:00:00
61,729;2010-06-1808:00:00;2010-06-18-00:00:00
61,822;2010-06-1908:00:00;2010-06-19-00:00:00
61,799;2010-06-2008:00:00;2010-06-20-00:00:00
61,729;2010-06-2108:00:00;2010-06-21-00:00:00
61,637;2010-06-2208:00:00;2010-06-22-00:00:00
61,498;2010-06-2308:00:00;2010-06-23-00:00:00
61,336;2010-06-2408:00:00;2010-06-24-00:00:00
61,129;2010-06-2508:00:00;2010-06-25-00:00:00
60,946;2010-06-2608:00:00;2010-06-26-00:00:00
60,42;2010-06-2708:00:00;2010-06-27-00:00:00
60,17;2010-06-2808:00:00;2010-06-28-00:00:00
59,965;2010-06-2908:00:00;2010-06-29-00:00:00
59,762;2010-06-3008:00:00;2010-06-30-00:00:00
59,536;2010-07-0108:00:00;2010-07-01-00:00:00
59,176;2010-07-0208:00:00;2010-07-02-00:00:00
58,841;2010-07-0308:00:00;2010-07-03-00:00:00
58,506;2010-07-0408:00:00;2010-07-04-00:00:00
58,173;2010-07-0508:00:00;2010-07-05-00:00:00
57,797;2010-07-0608:00:00;2010-07-06-00:00:00
57,424;2010-07-0708:00:00;2010-07-07-00:00:00
57,03;2010-07-0808:00:00;2010-07-08-00:00:00
56,638;2010-07-0908:00:00;2010-07-09-00:00:00
56,248;2010-07-1008:00:00;2010-07-10-00:00:00
55,86;2010-07-1108:00:00;2010-07-11-00:00:00
55,474;2010-07-1208:00:00;2010-07-12-00:00:00
55,047;2010-07-1308:00:00;2010-07-13-00:00:00
54,665;2010-07-1408:00:00;2010-07-14-00:00:00
54,179;2010-07-1508:00:00;2010-07-15-00:00:00
53,676;2010-07-1608:00:00;2010-07-16-00:00:00
53,134;2010-07-1708:00:00;2010-07-17-00:00:00
52,597;2010-07-1808:00:00;2010-07-18-00:00:00
52,063;2010-07-1908:00:00;2010-07-19-00:00:00
51,492;2010-07-2008:00:00;2010-07-20-00:00:00
50,986;2010-07-2108:00:00;2010-07-21-00:00:00
50,464;2010-07-2208:00:00;2010-07-22-00:00:00
49,945;2010-07-2308:00:00;2010-07-23-00:00:00
49,41;2010-07-2408:00:00;2010-07-24-00:00:00
48,879;2010-07-2508:00:00;2010-07-25-00:00:00
48,352;2010-07-2608:00:00;2010-07-26-00:00:00
47,829;2010-07-2708:00:00;2010-07-27-00:00:00
47,29;2010-07-2808:00:00;2010-07-28-00:00:00
46,736;2010-07-2908:00:00;2010-07-29-00:00:00
46,205;2010-07-3008:00:00;2010-07-30-00:00:00
45,66;2010-07-3108:00:00;2010-07-31-00:00:00
45,119;2010-08-0108:00:00;2010-08-01-00:00:00
44,582;2010-08-0208:00:00;2010-08-02-00:00:00
44,049;2010-08-0308:00:00;2010-08-03-00:00:00
43,52;2010-08-0408:00:00;2010-08-04-00:00:00
43,013;2010-08-0508:00:00;2010-08-05-00:00:00
42,511;2010-08-0608:00:00;2010-08-06-00:00:00
41,994;2010-08-0708:00:00;2010-08-07-00:00:00
41,498;2010-08-0808:00:00;2010-08-08-00:00:00
40,989;2010-08-0908:00:00;2010-08-09-00:00:00
40,484;2010-08-1008:00:00;2010-08-10-00:00:00
39,965;2010-08-1108:00:00;2010-08-11-00:00:00
39,468;2010-08-1208:00:00;2010-08-12-00:00:00
38,957;2010-08-1308:00:00;2010-08-13-00:00:00
38,434;2010-08-1408:00:00;2010-08-14-00:00:00
37,931;2010-08-1508:00:00;2010-08-15-00:00:00
37,416;2010-08-1608:00:00;2010-08-16-00:00:00
36,905;2010-08-1708:00:00;2010-08-17-00:00:00
36,399;2010-08-1808:00:00;2010-08-18-00:00:00
35,88;2010-08-1908:00:00;2010-08-19-00:00:00
35,398;2010-08-2008:00:00;2010-08-20-00:00:00
34,888;2010-08-2108:00:00;2010-08-21-00:00:00
34,383;2010-08-2208:00:00;2010-08-22-00:00:00
33,866;2010-08-2308:00:00;2010-08-23-00:00:00
33,338;2010-08-2408:00:00;2010-08-24-00:00:00
32,815;2010-08-2508:00:00;2010-08-25-00:00:00
32,297;2010-08-2608:00:00;2010-08-26-00:00:00
31,784;2010-08-2708:00:00;2010-08-27-00:00:00
31,245;2010-08-2808:00:00;2010-08-28-00:00:00
30,727;2010-08-2908:00:00;2010-08-29-00:00:00
30,199;2010-08-3008:00:00;2010-08-30-00:00:00
29,676;2010-08-3108:00:00;2010-08-31-00:00:00
29,158;2010-09-0108:00:00;2010-09-01-00:00:00
28,646;2010-09-0208:00:00;2010-09-02-00:00:00
28,11;2010-09-0308:00:00;2010-09-03-00:00:00
27,595;2010-09-0408:00:00;2010-09-04-00:00:00
27,07;2010-09-0508:00:00;2010-09-05-00:00:00
26,538;2010-09-0608:00:00;2010-09-06-00:00:00
26,026;2010-09-0708:00:00;2010-09-07-00:00:00
25,492;2010-09-0808:00:00;2010-09-08-00:00:00
24,977;2010-09-0908:00:00;2010-09-09-00:00:00
24,456;2010-09-1008:00:00;2010-09-10-00:00:00
23,927;2010-09-1108:00:00;2010-09-11-00:00:00
23,418;2010-09-1208:00:00;2010-09-12-00:00:00
22,878;2010-09-1308:00:00;2010-09-13-00:00:00
22,196;2010-09-1408:00:00;2010-09-14-00:00:00
21,526;2010-09-1508:00:00;2010-09-15-00:00:00
20,856;2010-09-1608:00:00;2010-09-16-00:00:00
20,22;2010-09-1708:00:00;2010-09-17-00:00:00
19,584;2010-09-1808:00:00;2010-09-18-00:00:00
18,925;2010-09-1908:00:00;2010-09-19-00:00:00
18,279;2010-09-2008:00:00;2010-09-20-00:00:00
17,634;2010-09-2108:00:00;2010-09-21-00:00:00
17,002;2010-09-2208:00:00;2010-09-22-00:00:00
16,372;2010-09-2308:00:00;2010-09-23-00:00:00
15,745;2010-09-2408:00:00;2010-09-24-00:00:00
15,262;2010-09-2508:00:00;2010-09-25-00:00:00
14,806;2010-09-2608:00:00;2010-09-26-00:00:00
14,338;2010-09-2708:00:00;2010-09-27-00:00:00
14,079;2010-09-2808:00:00;2010-09-28-00:00:00
13,86;2010-09-2908:00:00;2010-09-29-00:00:00
13,652;2010-09-3008:00:00;2010-09-30-00:00:00
13,437;2010-10-0108:00:00;2010-10-01-00:00:00
13,215;2010-10-0208:00:00;2010-10-02-00:00:00
12,994;2010-10-0308:00:00;2010-10-03-00:00:00
12,803;2010-10-0408:00:00;2010-10-04-00:00:00
12,749;2010-10-0508:00:00;2010-10-05-00:00:00
12,686;2010-10-0608:00:00;2010-10-06-00:00:00
12,605;2010-10-0708:00:00;2010-10-07-00:00:00
12,533;2010-10-0808:00:00;2010-10-08-00:00:00
12,461;2010-10-0908:00:00;2010-10-09-00:00:00
12,417;2010-10-1008:00:00;2010-10-10-00:00:00
12,381;2010-10-1108:00:00;2010-10-11-00:00:00
12,336;2010-10-1208:00:00;2010-10-12-00:00:00
12,274;2010-10-1308:00:00;2010-10-13-00:00:00
12,195;2010-10-1408:00:00;2010-10-14-00:00:00
12,124;2010-10-1508:00:00;2010-10-15-00:00:00
12,045;2010-10-1608:00:00;2010-10-16-00:00:00
11,966;2010-10-1708:00:00;2010-10-17-00:00:00
11,879;2010-10-1808:00:00;2010-10-18-00:00:00
11,801;2010-10-1908:00:00;2010-10-19-00:00:00
11,723;2010-10-2008:00:00;2010-10-20-00:00:00
11,646;2010-10-2108:00:00;2010-10-21-00:00:00
11,56;2010-10-2208:00:00;2010-10-22-00:00:00
11,474;2010-10-2308:00:00;2010-10-23-00:00:00
11,398;2010-10-2408:00:00;2010-10-24-00:00:00
11,313;2010-10-2508:00:00;2010-10-25-00:00:00
11,237;2010-10-2608:00:00;2010-10-26-00:00:00
11,136;2010-10-2708:00:00;2010-10-27-00:00:00
11,052;2010-10-2808:00:00;2010-10-28-00:00:00
10,977;2010-10-2908:00:00;2010-10-29-00:00:00
10,91;2010-10-3008:00:00;2010-10-30-00:00:00
10,919;2010-10-3108:00:00;2010-10-31-00:00:00
11,144;2010-11-0108:00:00;2010-11-01-00:00:00
11,44;2010-11-0208:00:00;2010-11-02-00:00:00
11,56;2010-11-0308:00:00;2010-11-03-00:00:00
11,603;2010-11-0408:00:00;2010-11-04-00:00:00
11,611;2010-11-0508:00:00;2010-11-05-00:00:00
11,585;2010-11-0608:00:00;2010-11-06-00:00:00
11,56;2010-11-0708:00:00;2010-11-07-00:00:00
11,517;2010-11-0808:00:00;2010-11-08-00:00:00
11,577;2010-11-0908:00:00;2010-11-09-00:00:00
11,784;2010-11-1008:00:00;2010-11-10-00:00:00
11,958;2010-11-1108:00:00;2010-11-11-00:00:00
12,036;2010-11-1208:00:00;2010-11-12-00:00:00
12,115;2010-11-1308:00:00;2010-11-13-00:00:00
12,186;2010-11-1408:00:00;2010-11-14-00:00:00
12,336;2010-11-1508:00:00;2010-11-15-00:00:00
12,47;2010-11-1608:00:00;2010-11-16-00:00:00
12,551;2010-11-1708:00:00;2010-11-17-00:00:00
12,622;2010-11-1808:00:00;2010-11-18-00:00:00
12,677;2010-11-1908:00:00;2010-11-19-00:00:00
12,731;2010-11-2008:00:00;2010-11-20-00:00:00
13,15;2010-11-2108:00:00;2010-11-21-00:00:00
13,475;2010-11-2208:00:00;2010-11-22-00:00:00
13,709;2010-11-2308:00:00;2010-11-23-00:00:00
13,86;2010-11-2408:00:00;2010-11-24-00:00:00
13,974;2010-11-2508:00:00;2010-11-25-00:00:00
14,05;2010-11-2608:00:00;2010-11-26-00:00:00
14,098;2010-11-2708:00:00;2010-11-27-00:00:00
14,127;2010-11-2808:00:00;2010-11-28-00:00:00
14,165;2010-11-2908:00:00;2010-11-29-00:00:00
14,165;2010-11-3008:00:00;2010-11-30-00:00:00
14,184;2010-12-0108:00:00;2010-12-01-00:00:00
14,194;2010-12-0208:00:00;2010-12-02-00:00:00
14,194;2010-12-0308:00:00;2010-12-03-00:00:00
14,184;2010-12-0408:00:00;2010-12-04-00:00:00
14,175;2010-12-0508:00:00;2010-12-05-00:00:00
14,396;2010-12-0608:00:00;2010-12-06-00:00:00
16,155;2010-12-0708:00:00;2010-12-07-00:00:00
18,345;2010-12-0808:00:00;2010-12-08-00:00:00
19,71;2010-12-0908:00:00;2010-12-09-00:00:00
20,466;2010-12-1008:00:00;2010-12-10-00:00:00
20,785;2010-12-1108:00:00;2010-12-11-00:00:00
20,879;2010-12-1208:00:00;2010-12-12-00:00:00
20,832;2010-12-1308:00:00;2010-12-13-00:00:00
21,142;2010-12-1408:00:00;2010-12-14-00:00:00
21,466;2010-12-1508:00:00;2010-12-15-00:00:00
21,72;2010-12-1608:00:00;2010-12-16-00:00:00
21,939;2010-12-1708:00:00;2010-12-17-00:00:00
22,123;2010-12-1808:00:00;2010-12-18-00:00:00
22,295;2010-12-1908:00:00;2010-12-19-00:00:00
22,43;2010-12-2008:00:00;2010-12-20-00:00:00
22,542;2010-12-2108:00:00;2010-12-21-00:00:00
22,94;2010-12-2208:00:00;2010-12-22-00:00:00
23,723;2010-12-2308:00:00;2010-12-23-00:00:00
24,352;2010-12-2408:00:00;2010-12-24-00:00:00
24,807;2010-12-2508:00:00;2010-12-25-00:00:00
25,175;2010-12-2608:00:00;2010-12-26-00:00:00
25,479;2010-12-2708:00:00;2010-12-27-00:00:00
25,745;2010-12-2808:00:00;2010-12-28-00:00:00
25,985;2010-12-2908:00:00;2010-12-29-00:00:00
26,2;2010-12-3008:00:00;2010-12-30-00:00:00
26,389;2010-12-3108:00:00;2010-12-31-00:00:00
26,565;2011-01-0108:00:00;2011-01-01-00:00:00
26,715;2011-01-0208:00:00;2011-01-02-00:00:00
26,838;2011-01-0308:00:00;2011-01-03-00:00:00
26,961;2011-01-0408:00:00;2011-01-04-00:00:00
27,139;2011-01-0508:00:00;2011-01-05-00:00:00
28,335;2011-01-0608:00:00;2011-01-06-00:00:00
29,85;2011-01-0708:00:00;2011-01-07-00:00:00
31,469;2011-01-0808:00:00;2011-01-08-00:00:00
32,907;2011-01-0908:00:00;2011-01-09-00:00:00
34,21;2011-01-1008:00:00;2011-01-10-00:00:00
35,159;2011-01-1108:00:00;2011-01-11-00:00:00
35,913;2011-01-1208:00:00;2011-01-12-00:00:00
36,529;2011-01-1308:00:00;2011-01-13-00:00:00
37,037;2011-01-1408:00:00;2011-01-14-00:00:00
37,466;2011-01-1508:00:00;2011-01-15-00:00:00
37,831;2011-01-1608:00:00;2011-01-16-00:00:00
38,148;2011-01-1708:00:00;2011-01-17-00:00:00
38,417;2011-01-1808:00:00;2011-01-18-00:00:00
38,652;2011-01-1908:00:00;2011-01-19-00:00:00
38,872;2011-01-2008:00:00;2011-01-20-00:00:00
39,059;2011-01-2108:00:00;2011-01-21-00:00:00
39,195;2011-01-2208:00:00;2011-01-22-00:00:00
39,314;2011-01-2308:00:00;2011-01-23-00:00:00
39,416;2011-01-2408:00:00;2011-01-24-00:00:00
39,519;2011-01-2508:00:00;2011-01-25-00:00:00
39,604;2011-01-2608:00:00;2011-01-26-00:00:00
39,673;2011-01-2708:00:00;2011-01-27-00:00:00
39,759;2011-01-2808:00:00;2011-01-28-00:00:00
39,845;2011-01-2908:00:00;2011-01-29-00:00:00
39,913;2011-01-3008:00:00;2011-01-30-00:00:00
39,982;2011-01-3108:00:00;2011-01-31-00:00:00
40,017;2011-02-0108:00:00;2011-02-01-00:00:00
40,051;2011-02-0208:00:00;2011-02-02-00:00:00
40,086;2011-02-0308:00:00;2011-02-03-00:00:00
40,12;2011-02-0408:00:00;2011-02-04-00:00:00
40,137;2011-02-0508:00:00;2011-02-05-00:00:00
40,172;2011-02-0608:00:00;2011-02-06-00:00:00
40,207;2011-02-0708:00:00;2011-02-07-00:00:00
40,241;2011-02-0808:00:00;2011-02-08-00:00:00
40,276;2011-02-0908:00:00;2011-02-09-00:00:00
40,293;2011-02-1008:00:00;2011-02-10-00:00:00
40,328;2011-02-1108:00:00;2011-02-11-00:00:00
40,345;2011-02-1208:00:00;2011-02-12-00:00:00
40,38;2011-02-1308:00:00;2011-02-13-00:00:00
40,432;2011-02-1408:00:00;2011-02-14-00:00:00
40,518;2011-02-1508:00:00;2011-02-15-00:00:00
40,71;2011-02-1608:00:00;2011-02-16-00:00:00
40,954;2011-02-1708:00:00;2011-02-17-00:00:00
41,199;2011-02-1808:00:00;2011-02-18-00:00:00
41,445;2011-02-1908:00:00;2011-02-19-00:00:00
42,047;2011-02-2008:00:00;2011-02-20-00:00:00
42,636;2011-02-2108:00:00;2011-02-21-00:00:00
43,448;2011-02-2208:00:00;2011-02-22-00:00:00
44,97;2011-02-2308:00:00;2011-02-23-00:00:00
46,149;2011-02-2408:00:00;2011-02-24-00:00:00
47,022;2011-02-2508:00:00;2011-02-25-00:00:00
47,713;2011-02-2608:00:00;2011-02-26-00:00:00
48,294;2011-02-2708:00:00;2011-02-27-00:00:00
48,801;2011-02-2808:00:00;2011-02-28-00:00:00
49,252;2011-03-0108:00:00;2011-03-01-00:00:00
49,628;2011-03-0208:00:00;2011-03-02-00:00:00
49,945;2011-03-0308:00:00;2011-03-03-00:00:00
50,244;2011-03-0408:00:00;2011-03-04-00:00:00
50,524;2011-03-0508:00:00;2011-03-05-00:00:00
50,805;2011-03-0608:00:00;2011-03-06-00:00:00
51,087;2011-03-0708:00:00;2011-03-07-00:00:00
51,371;2011-03-0808:00:00;2011-03-08-00:00:00
51,675;2011-03-0908:00:00;2011-03-09-00:00:00
51,981;2011-03-1008:00:00;2011-03-10-00:00:00
52,247;2011-03-1108:00:00;2011-03-11-00:00:00
52,556;2011-03-1208:00:00;2011-03-12-00:00:00
52,886;2011-03-1308:00:00;2011-03-13-00:00:00
53,238;2011-03-1408:00:00;2011-03-14-00:00:00
53,572;2011-03-1508:00:00;2011-03-15-00:00:00
54,053;2011-03-1608:00:00;2011-03-16-00:00:00
56,464;2011-03-1708:00:00;2011-03-17-00:00:00
57,775;2011-03-1808:00:00;2011-03-18-00:00:00
58,173;2011-03-1908:00:00;2011-03-19-00:00:00
58,284;2011-03-2008:00:00;2011-03-20-00:00:00
58,262;2011-03-2108:00:00;2011-03-21-00:00:00
58,151;2011-03-2208:00:00;2011-03-22-00:00:00
58,24;2011-03-2308:00:00;2011-03-23-00:00:00
58,262;2011-03-2408:00:00;2011-03-24-00:00:00
58,284;2011-03-2508:00:00;2011-03-25-00:00:00
58,373;2011-03-2608:00:00;2011-03-26-00:00:00
58,484;2011-03-2708:00:00;2011-03-27-00:00:00
59,042;2011-03-2808:00:00;2011-03-28-00:00:00
59,378;2011-03-2908:00:00;2011-03-29-00:00:00
59,581;2011-03-3008:00:00;2011-03-30-00:00:00
59,875;2011-03-3108:00:00;2011-03-31-00:00:00
60,465;2011-04-0108:00:00;2011-04-01-00:00:00
60,671;2011-04-0208:00:00;2011-04-02-00:00:00
60,717;2011-04-0308:00:00;2011-04-03-00:00:00
60,717;2011-04-0408:00:00;2011-04-04-00:00:00
60,625;2011-04-0508:00:00;2011-04-05-00:00:00
60,465;2011-04-0608:00:00;2011-04-06-00:00:00
60,625;2011-04-0708:00:00;2011-04-07-00:00:00
60,762;2011-04-0808:00:00;2011-04-08-00:00:00
60,831;2011-04-0908:00:00;2011-04-09-00:00:00
60,854;2011-04-1008:00:00;2011-04-10-00:00:00
60,854;2011-04-1108:00:00;2011-04-11-00:00:00
60,831;2011-04-1208:00:00;2011-04-12-00:00:00
60,808;2011-04-1308:00:00;2011-04-13-00:00:00
60,739;2011-04-1408:00:00;2011-04-14-00:00:00
60,648;2011-04-1508:00:00;2011-04-15-00:00:00
60,534;2011-04-1608:00:00;2011-04-16-00:00:00
60,397;2011-04-1708:00:00;2011-04-17-00:00:00
60,26;2011-04-1808:00:00;2011-04-18-00:00:00
60,215;2011-04-1908:00:00;2011-04-19-00:00:00
60,192;2011-04-2008:00:00;2011-04-20-00:00:00
60,26;2011-04-2108:00:00;2011-04-21-00:00:00
