day_cos,day_sin,Arroyo,Calatayud,Mendavia,Miranda,castejon,palazuelos,ebro,mansilla,tranquera,yesa,caudal_arroyo,caudal_calatayud,caudal_mendavia,caudal_miranda,caudal_castejon,caudal_palazuelos,pred
-0.9690098257244061,0.24702218048093594,1.0663472060225179,0.4945743040648934,-0.32919942978852584,-0.30767910114406133,-0.5347474777285713,-0.7462681881676454,1.4040691685431907,0.6303192605860295,0.5157631188487067,0.9974148902932809,1.0663472060225179,0.4945743040648934,-0.32919942978852584,-0.30767910114406133,-0.5609990927664326,-0.46274747586788595,0.8
-0.2678143051621742,0.9634705485641488,-0.6310149056914655,-0.7246943993939341,-0.5020476301872061,-0.5360096930587536,0.03251293511556464,-0.6620236377431609,1.1963346762238802,1.1469447115492653,1.1572031389423698,-0.22725559487341476,-0.6310149056914655,-0.7246943993939341,-0.5020476301872061,-0.5360096930587536,-0.23959798287823353,-0.4518673483934974,1.21
0.9015016841318838,-0.4327755925504317,-0.6553401588848188,1.3391268575245538,0.2675570267915328,0.7440686878629896,-0.11875650830953834,1.117642489974072,-1.4587763537787197,-0.6418908351641158,0.49742652919561764,-1.1594747978793842,-0.6553401588848188,1.3391268575245538,0.2675570267915328,0.7440686878629896,-0.15559542006654514,0.719986381348,1.39
0.9852201067560606,-0.1712931441814778,-0.6283120997810928,-0.2087390851643121,0.10722272325429563,0.8211302626341983,0.5430473066752863,1.8442517373852498,-0.9528597265331489,-1.5368209078882225,0.11877311437795825,-1.250598433824428,-0.6283120997810928,-0.2087390851643121,0.10722272325429563,0.8211302626341983,0.24980825263334228,1.6475172485396246,1.58
0.8039279618328213,0.5947266869607633,-0.6481326764571586,-0.6151619863172546,-0.4042828109571833,-0.3661888153222012,-0.07148480723919387,-0.5777790873186766,-0.47241365243209804,0.883736681001226,-0.13169448175030452,0.2788383416401842,-0.6481326764571586,-0.6151619863172546,-0.4042828109571833,-0.3661888153222012,-0.3089914043313674,-0.44082721904448546,1.17
0.8335557718385699,0.5524353131676196,-0.6526373529744461,-0.6382214417018187,-0.4222715376955075,-0.46322931688594543,0.07978463618590911,0.1698912976986226,-1.5791111279146242,-1.835832972003458,-0.4853692605080281,0.05099677059559982,-0.6526373529744461,-0.6382214417018187,-0.4222715376955075,-0.46322931688594543,-0.20307512948184728,-0.1443437453673972,1.27
-0.980469160361632,0.19667288979357647,0.546507535927524,0.8289364071410731,-0.4691986509259184,-0.36190761672380073,-0.950738447147604,-0.8305127385921297,1.0144395941449322,1.2019884324705354,1.451440117802929,1.222685807793026,0.546507535927524,0.8289364071410731,-0.4691986509259184,-0.36190761672380073,-0.6376970848988437,-0.46802753773045686,0.73
-0.8738071036110806,0.4862727071086904,-0.6481326764571586,1.9271429698309386,2.7891072443722797,5.043819146856538,2.7553629167674156,4.666444176605477,0.8235560470462339,1.2495184293363686,0.8179478455465179,1.0405034982668873,-0.6481326764571586,1.9271429698309386,2.7891072443722797,5.043819146856538,3.3031187965712334,6.032368622592839,3.03
0.9623090774541486,0.2719581575341055,-0.6778635414712569,-0.35286068131783777,0.6609626593731444,0.7569122836581912,0.505229945819011,0.7174808754577712,-0.057527073734281495,-1.314312215973801,0.18525034807383212,-0.8415025870244047,-0.6778635414712569,-0.35286068131783777,0.6609626593731444,0.7569122836581912,0.3739859541810555,0.29758143234232637,1.86
0.893918596519257,-0.4482293417404106,-0.6310149056914655,0.3216283886806624,2.470784992959325,2.316695639675433,2.4055523288468654,2.518208140781125,-1.1383366051480446,-0.6956822687428132,-0.7432736778268626,-1.8783019156505698,-0.6310149056914655,0.3216283886806624,2.470784992959325,2.316695639675433,2.11612606118868,2.5046472908969704,2.86
-0.4288919379124835,0.9033558023246845,-0.6373214528156682,4.524214132517471,0.25504312993008993,-0.2348987249712532,0.6375907088159757,-0.4830039680911316,0.9388821300912192,1.1256558267255266,1.4484880971776637,1.1890167425920262,-0.6373214528156682,4.524214132517471,0.25504312993008993,-0.2348987249712532,0.20232854321804014,-0.4161869303524879,1.72
-0.6712599575675319,-0.7412220108485955,1.0366163410084193,-0.34709581747169665,-0.6936666758780506,-0.5260202296624857,-0.8940124058631904,0.10670788488025923,-1.9770302802036674,-1.677361701016057,-2.3578586509646513,-0.8503374685214697,1.0366163410084193,-0.34709581747169665,-0.6936666758780506,-0.5260202296624857,-0.7107427916916162,-0.18914427026193834,0.62
0.9291414114031743,-0.3697245428906732,-0.6481326764571586,-0.5834552351634789,-0.19545715708185477,-0.22490926157498536,0.2121453991828742,-0.4830039680911316,-0.47241365243209804,0.6339053561579427,0.018120564981899994,0.6239741009635563,-0.6481326764571586,-0.5834552351634789,-0.19545715708185477,-0.22490926157498536,-0.11176799599088164,-0.4160269284778645,1.37
0.9821256058680006,0.18822670984324422,-0.5886709464289617,-0.48257011785601095,-0.38707620277269933,-0.3861677421147368,0.07033029597183996,-0.4514122616819499,0.21742677091955678,0.8799228968215723,0.37077349044626257,0.8914519943547421,-0.5886709464289617,-0.48257011785601095,-0.38707620277269933,-0.3861677421147368,-0.2067274148214859,-0.4061068122512161,1.3
0.43665123195606403,0.8996308696522433,1.322212832204456,0.4945743040648934,2.9322349397250322,1.918544170024188,3.530618814321068,1.7389460493546443,1.3088457972216427,1.0544462146546796,0.41874382560682094,1.1114145586860826,1.322212832204456,0.4945743040648934,2.9322349397250322,1.918544170024188,4.552200382727643,1.4879953795401337,4.36
0.49751328890718066,0.8674563547295968,-0.6517364176709887,-0.1395607190106197,0.22532262488416316,0.16325274467999146,0.03251293511556464,-0.009128371953406917,-0.07828984552396455,-0.21981307856513033,0.8151093641760708,-0.7253962819721138,-0.6517364176709887,-0.1395607190106197,0.22532262488416316,0.16325274467999146,-0.042374574537747754,-0.24402491325775122,1.45
0.9574851883550393,0.288482432880609,-0.5967793641600794,-0.4479809347791648,-0.4347854345569504,-0.41328199990460646,-0.1565738691658141,-0.6620236377431609,0.24435333891608815,0.8711568854235626,0.43214145767533163,0.8844731803990776,-0.5967793641600794,-0.4479809347791648,-0.4347854345569504,-0.41328199990460646,-0.36012339908630814,-0.4518673483934974,1.14
-0.865307254363206,0.5012418134457758,-0.6688541884366817,-1.0561740705470433,-0.6748958305858862,-0.6516020552155665,-0.7994690037225011,-0.27239259202992067,-1.0891233031500585,-0.7181095966052542,-0.7495183368418464,0.7269951298489757,-0.6688541884366817,-1.0561740705470433,-0.6748958305858862,-0.6516020552155665,-0.6596107969366755,-0.3421060624018716,0.72
0.7146733860429609,0.6994583270516471,-0.647231741153701,-0.41915661554845945,1.3836402031214723,0.5185922283472311,1.6302964312932129,0.6542974626394078,-1.3009055167579606,1.0741412792242342,-0.7495183368418464,1.1408239488795695,-0.647231741153701,-0.41915661554845945,1.3836402031214723,0.5185922283472311,1.5901969722807179,0.22766061313191757,2.55
-0.7086266782644598,-0.7055836101071777,-0.27604639612919935,-0.10497153593377351,-0.5716561814789822,-0.62306073122623,-0.6765625809396052,-0.683084775349282,0.8407855561283694,0.20733074955608158,-1.23013000248597,0.07535765707647776,-0.27604639612919935,-0.10497153593377351,-0.5716561814789822,-0.62306073122623,-0.6267402288799279,-0.45458738026209455,0.85
0.9291414114031743,0.36972454289067314,-0.6463308058502434,-0.5603957797789147,3.3788246339677763,1.9856162813991287,3.625162216461757,2.760411223251517,-1.0440353765661041,0.7791137657444579,-1.5153406105885068,1.1908820904711335,-0.6463308058502434,-0.5603957797789147,3.3788246339677763,1.9856162813991287,4.413413539821375,2.8233710251467063,4.75
-0.6963762255968724,-0.7176769136759618,1.0366163410084193,-0.34709581747169665,-0.6404826142169183,-0.4874894422768814,-0.7994690037225011,0.18042186650168315,-1.9473275772226342,-1.640305380106288,-2.306084750767694,-0.7924374415674897,1.0366163410084193,-0.34709581747169665,-0.6404826142169183,-0.4874894422768814,-0.6778722236348685,-0.14706377723599434,0.59
-0.5049610547215202,-0.8631421280499115,-0.023784511161091444,-0.8861105870858829,-0.5403714393253749,-0.5959464734363603,-0.7427429624380877,-0.7673293257737664,0.5797512134597606,-0.18600132031566333,-0.4741856439084663,-0.5105750247304517,-0.023784511161091444,-0.8861105870858829,-0.5403714393253749,-0.5959464734363603,-0.5609990927664326,-0.4656275096111065,0.82
-0.9383773917408642,-0.3456123126707333,1.537536369730805,0.18615408829634833,-0.4574668726183157,-0.32908509413606374,-0.44020407558788194,0.41209438016901523,0.7606367919079803,0.3988168686658576,-0.4245689895530487,-0.3525494342556367,1.537536369730805,0.18615408829634833,-0.4574668726183157,-0.32908509413606374,-0.517171668690769,0.026698258604975884,0.99
0.0902516100310407,-0.9959189961471792,1.087068718002041,-0.7650484463169214,-0.6068515164017904,-0.5959464734363603,-0.9034667460772594,-0.7673293257737664,-0.2526039436067724,-1.7580203903081357,-0.5121077550176412,-1.7443588015254223,1.087068718002041,-0.7650484463169214,-0.6068515164017904,-0.5959464734363603,-0.6230879435402892,-0.4661075152349765,0.8
-0.5631507242749189,-0.8263541987239094,0.14559132588892396,-0.20585665324124164,-0.523164831140891,-0.5773946128432915,-0.6292908798692605,-0.683084775349282,0.7720519483477497,-0.04358209617396908,-1.3769362589655003,-0.2760608908745335,0.14559132588892396,-0.20585665324124164,-0.523164831140891,-0.5773946128432915,-0.6084788021817347,-0.45458738026209455,0.79
-0.49002866642905923,0.8717063187093219,-0.6391233234225832,0.7424634494489575,-0.5161257641563293,-0.48606237607741465,-0.49693011687229555,-0.5567179497125554,0.4132219414523735,0.8436065638869599,1.469209011181928,0.6305445800601128,-0.6391233234225832,0.7424634494489575,-0.5161257641563293,-0.48606237607741465,-0.5062148126718532,-0.43682717217890144,1.03
0.7829801036770628,0.6220467484408675,-0.6436279999398709,-0.5344538924712802,0.5796223297737654,1.1165329659238314,0.2121453991828742,1.7073543429454627,-1.4165810433674284,0.5210856510225156,-0.7932877195741427,0.8862178838879937,-0.6436279999398709,-0.5344538924712802,0.5796223297737654,1.1165329659238314,0.09275998302888139,1.4652751133436164,1.55
-0.6839194216246103,0.7295575540864878,-0.6553401588848188,-0.3672728409331903,-0.09378174508263112,0.016264926134908285,0.04196727532963337,-0.5883096561217371,1.0611582573631388,1.2169020362775393,0.5321127715424829,1.3405275359965265,-0.6553401588848188,-0.3672728409331903,-0.09378174508263112,0.016264926134908285,-0.0021994358017228734,-0.44258723966534247,1.61
-0.4900286664290594,-0.8717063187093217,0.8465189919788809,0.43404323368041264,-0.5106509342794481,-0.4246985295003411,-0.3551150136612615,-0.6620236377431609,-1.3569135547320001,-0.06868476517736136,-0.3119948184011117,-1.5279506065358635,0.8465189919788809,0.43404323368041264,-0.5106509342794481,-0.4246985295003411,-0.3966462524826944,-0.45154734464425067,1.25
