day_cos,day_sin,aforo_Arroyo,aforo_Calatayud,aforo_Mendavia,aforo_Miranda,aforo_castejon,aforo_palazuelos,caudal_arroyo,caudal_calatayud,caudal_mendavia,caudal_miranda,caudal_castejon,caudal_palazuelos,pred
0.9291414114031743,-0.3697245428906732,-0.6642295194189188,-0.4601518237685814,-0.4429752511366879,-0.4471364007649311,-0.33582797776393314,-0.6930026746456583,-0.6642295194189188,-0.4601518237685814,-0.4429752511366879,-0.4471364007649311,-0.35971340788748524,-0.45615521704086864,1.07
0.935367949313148,-0.35367612217637207,-0.6642295194189188,-0.4601518237685814,-0.4985335857909842,-0.5385150758834611,-0.41150075610763065,-0.7246063082075952,-0.6642295194189188,-0.4601518237685814,-0.4985335857909842,-0.5385150758834611,-0.40721792288357067,-0.4591968808320997,1.02
0.941317317512847,-0.33752289959411347,-0.6642295194189188,-0.48899029214619294,-0.5016636328137615,-0.5784932462478181,-0.4966326317442904,-0.7351408527282408,-0.6642295194189188,-0.48899029214619294,-0.5016636328137615,-0.5784932462478181,-0.45106824441841875,-0.46127801921557365,0.98
0.9469877530760751,-0.32126966169236515,-0.6642295194189188,-0.5062933731727601,-0.5337466147972284,-0.5556485774681855,-0.5723054100879877,-0.756209941769532,-0.6642295194189188,-0.5062933731727601,-0.5337466147972284,-0.5556485774681855,-0.4876101790307922,-0.46319907003108796,0.94
0.9523775757303973,-0.3049212246562894,-0.6642295194189188,-0.5034095263349987,-0.5509618734225034,-0.5784932462478181,-0.629059993845761,-0.7667444862901776,-0.6642295194189188,-0.5034095263349987,-0.5509618734225034,-0.5784932462478181,-0.5168437267206909,-0.4647999457106833,0.9
0.9574851883550393,-0.288482432880609,-0.6642295194189188,-0.4601518237685814,-0.5619170380022237,-0.5670709118580018,-0.6763554803105719,-0.7667444862901776,-0.6642295194189188,-0.4601518237685814,-0.5619170380022237,-0.5670709118580018,-0.5351146940268776,-0.4652802084145619,0.88
0.9623090774541485,-0.27195815753410607,-0.6642295194189188,-0.471687211119626,-0.5509618734225034,-0.5784932462478181,-0.6763554803105719,-0.7772790308108232,-0.6642295194189188,-0.471687211119626,-0.5509618734225034,-0.5784932462478181,-0.5351146940268776,-0.4660806462543596,0.88
0.9668478136052775,-0.2553532951161872,-0.6642295194189188,-0.5091772200105212,-0.5274865207516739,-0.6027657068261776,-0.7141918694824206,-0.7667444862901776,-0.6642295194189188,-0.5091772200105212,-0.5274865207516739,-0.6027657068261776,-0.5533856613330643,-0.4657604711184405,0.87
0.9711000518829505,-0.23867276600594997,-0.6642295194189188,-0.4111264275266415,-0.5392241970870886,-0.6084768740210856,-0.7047327721894584,-0.7667444862901776,-0.6642295194189188,-0.4111264275266415,-0.5392241970870886,-0.6084768740210856,-0.5460772744105896,-0.465600383550481,0.89
0.9750645322571947,-0.22192151300416588,-0.6642295194189188,-0.3563333376091792,-0.5611345262465294,-0.619899208410902,-0.7425691613613072,-0.7456753972488864,-0.6642295194189188,-0.3563333376091792,-0.5611345262465294,-0.619899208410902,-0.560694048255539,-0.4628788948951689,0.86
0.9787400799669153,-0.20510449986861926,-0.6642295194189188,-0.3563333376091792,-0.5806973201388873,-0.6113324576185397,-0.7614873559472316,-0.6824681301250128,-0.6642295194189188,-0.3563333376091792,-0.5806973201388873,-0.6113324576185397,-0.5680024351780136,-0.4535938159535161,0.85
0.9821256058680005,-0.1882267098432448,-0.6642295194189188,-0.3563333376091792,-0.57756727311611,-0.6056212904236316,-0.789864647826118,-0.6613990410837216,-0.6642295194189188,-0.3563333376091792,-0.57756727311611,-0.6056212904236316,-0.5789650155617256,-0.45215302784188033,0.85
0.9852201067560606,-0.1712931441814778,-0.6588218270684569,-0.3563333376091792,-0.5666121085363897,-0.6170436248134479,-0.8087828424120423,-0.6297954075217849,-0.6588218270684569,-0.3563333376091792,-0.5666121085363897,-0.6170436248134479,-0.5862734024842003,-0.4470302256671753,0.85
0.9880226656636976,-0.154308820664281,-0.6344872114913788,-0.3563333376091792,-0.540006708842783,-0.0987552018755355,-0.7993237451190801,0.24457178769179908,-0.6344872114913788,-0.3563333376091792,-0.540006708842783,-0.0987552018755355,-0.5862734024842003,-0.02087711975890281,0.85
0.9905324521322227,-0.13727877211326517,-0.6543154167764054,-0.3563333376091792,0.25424272318694696,0.6179962810854343,-0.5723054100879877,1.2874916952357127,-0.6543154167764054,-0.3563333376091792,0.25424272318694696,0.6179962810854343,-0.4656850182633681,0.9249202317460085,0.96
0.9927487224577402,-0.12020804489935275,-0.6407961859002509,-0.21790868939664323,0.7073170297339555,0.7550642937632291,0.6100817515322853,1.0557317157815096,-0.6407961859002509,-0.21790868939664323,0.7073170297339555,0.7550642937632291,0.3382375432088468,0.6646178462438104,1.65
0.9946708199115211,-0.10310169744743544,-0.6552166988348158,-0.24963100461201593,1.2566402822313647,1.8744530639652215,0.8938546703211507,2.2882734246970435,-0.6552166988348158,-0.24963100461201593,1.2566402822313647,1.8744530639652215,0.5721059247280366,2.183688778611804,1.85
0.9962981749346077,-0.0859647987374467,-0.6552166988348158,-0.16311559947918092,1.4945238559624363,0.7622032527568643,1.007363837836697,0.8766444589305346,-0.6552166988348158,-0.16311559947918092,1.4945238559624363,0.7622032527568643,0.6744233416426821,0.46098645979928665,1.93
0.9976303053065857,-0.06880242680231975,-0.6552166988348158,-0.16599944631694202,0.5844626840899478,0.2610483314036764,0.9222319622000374,0.42365904454277425,-0.6552166988348158,-0.16599944631694202,0.5844626840899478,0.2610483314036764,0.5903768920342233,0.03291230307549972,1.88
0.9986668162884759,-0.05161966722325418,-0.6552166988348158,-0.1833025273435092,0.3528392044044306,0.05972968778316498,0.5722453623604365,-0.0398609143656319,-0.6552166988348158,-0.1833025273435092,0.3528392044044306,0.05972968778316498,0.2943872216739987,-0.25428479384389957,1.69
0.9994074007397048,-0.034421611622745804,-0.6552166988348158,-0.24386331093649372,0.5140366260774595,0.34671583932729827,0.40198161108711705,0.5079354007079389,-0.6552166988348158,-0.24386331093649372,0.5140366260774595,0.34671583932729827,0.1591820636082171,0.16898673584110138,1.59
0.9998518392091162,-0.01721335615583528,-0.6552166988348158,-0.16311559947918092,1.7629253881655864,0.9406772275977431,0.8843955730281887,1.3506989623595864,-0.6552166988348158,-0.16311559947918092,1.7629253881655864,0.9406772275977431,0.5647975378055619,1.0078455919490459,1.86
