day_cos,day_sin,aforo_Arroyo,aforo_Calatayud,aforo_Mendavia,aforo_Miranda,aforo_castejon,aforo_palazuelos,caudal_arroyo,caudal_calatayud,caudal_mendavia,caudal_miranda,caudal_castejon,caudal_palazuelos,pred
0.32534208471198034,0.9455963874271425,-0.6308820832577484,0.2377391109696356,-0.33498862885087183,-0.3072128044896793,-0.08989144814692196,-0.5349845068359695,-0.6308820832577484,0.2377391109696356,-0.33498862885087183,-0.3072128044896793,-0.27932115174026395,-0.4305412061673408,1.18
-0.41327860778290443,-0.9106046300942162,-0.014405155305097964,-1.48391745117379,-0.7364171595220548,-0.6427438771905317,-0.8749965234627828,-0.2084136266959556,-0.014405155305097964,-1.48391745117379,-0.7364171595220548,-0.6427438771905317,-0.7068617867050331,-0.3119163183093288,0.67
0.9962981749346077,-0.0859647987374467,-0.6786500323534946,-0.278469472989616,0.966328420868772,1.514649530686013,0.3546861246223007,1.571924397293153,-0.6786500323534946,-0.278469472989616,0.966328420868772,1.514649530686013,0.24688270667791343,1.2659067514998026,1.79
0.8520775211013093,-0.5234156073655503,-0.656117980893237,-0.24097946409872067,-0.3083832291572651,-0.5028202809152826,0.20334056793490568,-0.5665881403979064,-0.656117980893237,-0.24097946409872067,-0.3083832291572651,-0.5028202809152826,-0.11853663944582085,-0.43838549699735785,1.37
-0.6963762255968724,-0.7176769136759618,2.846264098089218,-0.44861643641752574,-0.2794302941965755,-0.2429621735469629,-0.5439281182091066,-0.5665881403979064,2.846264098089218,-0.44861643641752574,-0.2794302941965755,-0.2429621735469629,-0.5643482417167767,-0.43710479645368155,0.77
0.8039279618328213,-0.5947266869607633,-0.656117980893237,-0.3938233465000632,-0.5587869909794455,-0.6198992084108992,-0.47771443715837125,0.06548453084083032,-0.656117980893237,-0.3938233465000632,-0.5587869909794455,-0.6198992084108992,-0.5314605005656406,-0.12429368866075921,1.1
0.7025274741691566,-0.7116566222817751,-0.679551314411905,-0.5091772200105106,-0.5838273671616636,-0.565643120059272,-0.5533872155020686,0.002277263716956589,-0.679551314411905,-0.5091772200105106,-0.5838273671616636,-0.565643120059272,-0.42548889018975766,-0.23027165864996832,1.13
-0.9322892131745134,-0.3617137307297674,2.401030761234526,1.0048423698141102,-0.37333170487989314,-0.19727283598769785,-0.572305410087993,-0.4823117842327415,2.401030761234526,1.0048423698141102,-0.37333170487989314,-0.19727283598769785,-0.48761017903079246,-0.41517279964322595,0.85
0.15855938510313475,-0.9873494423939864,0.8409115181262837,-0.7658395885712558,-0.5313990795301445,-0.4985369055191015,-0.8655374261698207,-0.6297954075217801,0.8409115181262837,-0.7658395885712558,-0.5313990795301445,-0.4985369055191015,-0.6118527567128621,-0.44751048837105106,0.8
0.32534208471198034,-0.9455963874271425,-0.6777487502950844,-0.5812733909545401,-0.5204439149504242,-0.5913433724363586,-0.7047327721894636,0.4447281335840724,-0.6777487502950844,-0.5812733909545401,-0.5204439149504242,-0.5913433724363586,-0.5095353397982165,0.0844604999584684,1.07
